iShares MSCI EAFE ETF
Fund Holdings as of,"Jan 28, 2020"
Inception Date,"Aug 14, 2001"
Shares Outstanding,"928,200,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange,Location,Currency,Market Currency,FX Rate
"SLA","STANDARD LIFE ABERDEEN PLC","Equity","0.07","3.96","10,662,500.00","42,204,433.32","42,204,433.32","Financials","BF8Q6K6","GB00BF8Q6K64","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"288","WH GROUP LTD","Equity","0.07","1.02","41,222,000.00","42,197,417.70","42,197,417.70","Consumer Staples","BLLHKZ1","KYG960071028","Hong Kong Exchanges And Clearing Ltd","Hong Kong","USD","HKD","7.78"
"PUB","PUBLICIS GROUPE SA","Equity","0.07","45.06","932,357.00","42,010,186.46","42,010,186.46","Communication","4380429","FR0000130577","Nyse Euronext - Euronext Paris","France","USD","EUR","0.91"
"ALO","ALSTOM SA","Equity","0.07","51.22","820,091.00","42,003,689.83","42,003,689.83","Industrials","B0DJ8Q5","FR0010220475","Nyse Euronext - Euronext Paris","France","USD","EUR","0.91"
"HEN","HENKEL AG","Equity","0.07","93.50","447,692.00","41,861,104.69","41,861,104.69","Consumer Staples","5002465","DE0006048408","Xetra","Germany","USD","EUR","0.91"
"POLI","BANK HAPOALIM BM","Equity","0.07","8.43","4,962,278.00","41,835,997.50","41,835,997.50","Financials","6075808","IL0006625771","Tel Aviv Stock Exchange","Israel","USD","ILS","3.45"
"1605","INPEX CORP","Equity","0.07","9.47","4,413,143.00","41,810,425.71","41,810,425.71","Energy","B10RB15","JP3294460005","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"KRX","KINGSPAN GROUP PLC","Equity","0.07","62.48","663,801.00","41,476,171.67","41,476,171.67","Industrials","4491235","IE0004927939","Irish Stock Exchange - All Market","Ireland","USD","EUR","0.91"
"SW","SODEXO SA","Equity","0.07","109.01","379,935.00","41,418,596.93","41,418,596.93","Consumer Discretionary","7062713","FR0000121220","Nyse Euronext - Euronext Paris","France","USD","EUR","0.91"
"ADEN","ADECCO GROUP AG","Equity","0.06","60.42","681,076.00","41,150,600.03","41,150,600.03","Industrials","7110720","CH0012138605","Six Swiss Exchange Ag","Switzerland","USD","CHF","0.97"
"SHL","SONIC HEALTHCARE LTD","Equity","0.06","21.13","1,946,681.00","41,130,590.64","41,130,590.64","Health Care","6821120","AU000000SHL7","Asx - All Markets","Australia","USD","AUD","1.48"
"LISN","CHOCOLADEFABRIKEN LINDT & SPRUENGL","Equity","0.06","93,135.49","441.00","41,072,752.48","41,072,752.48","Consumer Staples","5962309","CH0010570759","SIX Swiss Exchange","Switzerland","USD","CHF","0.97"
"ADYEN","ADYEN NV","Equity","0.06","908.64","44,938.00","40,832,522.74","40,832,522.74","Information Technology","BZ1HM42","NL0012969182","Euronext Amsterdam","Netherlands","USD","EUR","0.91"
"8952","JAPAN REAL ESTATE INVESTMENT TRUST","Equity","0.06","7,174.27","5,688.00","40,807,256.73","40,807,256.73","Real Estate","6397580","JP3027680002","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"JHX","JAMES HARDIE INDUSTRIES CDI PLC","Equity","0.06","21.26","1,918,780.00","40,800,213.58","40,800,213.58","Materials","B60QWJ2","AU000000JHX1","Asx - All Markets","Australia","USD","AUD","1.48"
"9042","HANKYU HANSHIN HOLDINGS INC","Equity","0.06","40.91","994,800.00","40,698,020.89","40,698,020.89","Industrials","6408664","JP3774200004","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"8697","JAPAN EXCHANGE GROUP INC","Equity","0.06","18.46","2,202,400.00","40,661,865.49","40,661,865.49","Financials","6743882","JP3183200009","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"4188","MITSUBISHI CHEMICAL CORP","Equity","0.06","7.31","5,523,000.00","40,352,210.01","40,352,210.01","Materials","B0JQTJ0","JP3897700005","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"DXS","DEXUS STAPLED UNITS","Equity","0.06","8.48","4,727,437.00","40,094,055.04","40,094,055.04","Real Estate","B033YN6","AU000000DXS1","Asx - All Markets","Australia","USD","AUD","1.48"
"TW.","TAYLOR WIMPEY PLC","Equity","0.06","2.83","14,032,446.00","39,731,105.57","39,731,105.57","Consumer Discretionary","0878230","GB0008782301","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"9041","KINTETSU GROUP HOLDINGS LTD","Equity","0.06","53.51","741,700.00","39,687,813.82","39,687,813.82","Industrials","6492968","JP3260800002","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"COH","COCHLEAR LTD","Equity","0.06","159.06","249,120.00","39,625,498.04","39,625,498.04","Health Care","6211798","AU000000COH5","Asx - All Markets","Australia","USD","AUD","1.48"
"4684","OBIC LTD","Equity","0.06","140.74","281,000.00","39,547,003.85","39,547,003.85","Information Technology","6136749","JP3173400007","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"SPSN","SWISS PRIME SITE AG","Equity","0.06","119.94","329,571.00","39,527,537.92","39,527,537.92","Real Estate","B083BH4","CH0008038389","SIX Swiss Exchange","Switzerland","USD","CHF","0.97"
"3402","TORAY INDUSTRIES INC","Equity","0.06","6.60","5,985,300.00","39,485,211.65","39,485,211.65","Materials","6897143","JP3621000003","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"66","MTR CORPORATION CORP LTD","Equity","0.06","5.93","6,652,000.00","39,479,140.95","39,479,140.95","Industrials","6290054","HK0066009694","Hong Kong Exchanges And Clearing Ltd","Hong Kong","USD","HKD","7.78"
"ACS","ACS ACTIVIDADES DE CONSTRUCCION Y","Equity","0.06","34.87","1,132,106.00","39,478,330.61","39,478,330.61","Industrials","B01FLQ6","ES0167050915","Bolsa De Madrid","Spain","USD","EUR","0.91"
"APA","APA GROUP UNITS","Equity","0.06","7.72","5,099,889.00","39,361,491.54","39,361,491.54","Utilities","6247306","AU000000APA1","Asx - All Markets","Australia","USD","AUD","1.48"
"EN","BOUYGUES SA","Equity","0.06","40.73","964,434.00","39,286,075.77","39,286,075.77","Industrials","4002121","FR0000120503","Nyse Euronext - Euronext Paris","France","USD","EUR","0.91"
"S32","SOUTH32 LTD","Equity","0.06","1.81","21,687,679.00","39,247,542.06","39,247,542.06","Materials","BWSW5D9","AU000000S320","Asx - All Markets","Australia","USD","AUD","1.48"
"KNIN","KUEHNE UND NAGEL INTERNATIONAL AG","Equity","0.06","166.25","234,423.00","38,972,206.91","38,972,206.91","Industrials","B142S60","CH0025238863","Six Swiss Exchange Ag","Switzerland","USD","CHF","0.97"
"FLTR","FLUTTER ENTERTAINMENT PLC","Equity","0.06","115.40","337,495.00","38,945,318.21","38,945,318.21","Consumer Discretionary","BWT6H89","IE00BWT6H894","Irish Stock Exchange - All Market","Ireland","USD","EUR","0.91"
"MGR","MIRVAC GROUP STAPLED UNITS","Equity","0.06","2.29","16,955,172.00","38,812,041.84","38,812,041.84","Real Estate","6161978","AU000000MGR9","Asx - All Markets","Australia","USD","AUD","1.48"
"UMI","UMICORE SA","Equity","0.06","45.65","848,438.00","38,732,955.21","38,732,955.21","Materials","BF44466","BE0974320526","Nyse Euronext - Euronext Brussels","Belgium","USD","EUR","0.91"
"LISP","CHOCOLADEFABRIKEN LINDT & SPRUENGL","Equity","0.06","8,322.64","4,646.00","38,666,971.30","38,666,971.30","Consumer Staples","5962280","CH0010570767","SIX Swiss Exchange","Switzerland","USD","CHF","0.97"
"FGR","EIFFAGE SA","Equity","0.06","114.85","336,563.00","38,652,651.78","38,652,651.78","Industrials","B13X013","FR0000130452","Nyse Euronext - Euronext Paris","France","USD","EUR","0.91"
"4528","ONO PHARMACEUTICAL LTD","Equity","0.06","23.54","1,637,500.00","38,551,917.26","38,551,917.26","Health Care","6660107","JP3197600004","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"9613","NTT DATA CORP","Equity","0.06","14.18","2,705,955.00","38,380,230.35","38,380,230.35","Information Technology","6125639","JP3165700000","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"AGL","AGL ENERGY LTD","Equity","0.06","13.41","2,834,214.00","38,008,127.65","38,008,127.65","Utilities","BSS7GP5","AU000000AGL7","Asx - All Markets","Australia","USD","AUD","1.48"
"SMIN","SMITHS GROUP PLC","Equity","0.06","22.32","1,701,098.00","37,972,843.46","37,972,843.46","Industrials","B1WY233","GB00B1WY2338","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"UU.","UNITED UTILITIES GROUP PLC","Equity","0.06","12.98","2,918,484.00","37,887,759.29","37,887,759.29","Utilities","B39J2M4","GB00B39J2M42","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"BALN","BALOISE HOLDING AG","Equity","0.06","180.62","209,666.00","37,870,564.67","37,870,564.67","Financials","7124594","CH0012410517","SIX Swiss Exchange","Switzerland","USD","CHF","0.97"
"9005","TOKYU CORP","Equity","0.06","17.62","2,149,300.00","37,869,744.37","37,869,744.37","Industrials","6896548","JP3574200006","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"8308","RESONA HOLDINGS INC","Equity","0.06","4.20","9,004,500.00","37,819,890.05","37,819,890.05","Financials","6421553","JP3500610005","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"LAND","LAND SECURITIES GROUP REIT PLC","Equity","0.06","12.48","3,026,264.00","37,754,767.84","37,754,767.84","Real Estate","BYW0PQ6","GB00BYW0PQ60","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"6988","NITTO DENKO CORP","Equity","0.06","55.16","683,100.00","37,678,779.55","37,678,779.55","Materials","6641801","JP3684000007","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"BNZL","BUNZL","Equity","0.06","26.03","1,445,429.00","37,622,941.35","37,622,941.35","Industrials","B0744B3","GB00B0744B38","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"DHER","DELIVERY HERO","Equity","0.06","76.63","488,520.00","37,435,035.04","37,435,035.04","Consumer Discretionary","BZCNB42","DE000A2E4K43","Xetra","Germany","USD","EUR","0.91"
"9531","TOKYO GAS LTD","Equity","0.06","22.33","1,675,100.00","37,411,180.59","37,411,180.59","Utilities","6895448","JP3573000001","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"ELE","ENDESA SA","Equity","0.06","27.09","1,379,940.00","37,388,413.82","37,388,413.82","Utilities","5271782","ES0130670112","Bolsa De Madrid","Spain","USD","EUR","0.91"
"RHC","RAMSAY HEALTH CARE LTD","Equity","0.06","53.28","698,074.00","37,196,159.31","37,196,159.31","Health Care","6041995","AU000000RHC8","Asx - All Markets","Australia","USD","AUD","1.48"
"9502","CHUBU ELECTRIC POWER INC","Equity","0.06","13.38","2,777,400.00","37,166,874.66","37,166,874.66","Utilities","6195609","JP3526600006","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"EXO","EXOR NV","Equity","0.06","79.12","468,757.00","37,085,989.43","37,085,989.43","Financials","BYSLCX9","NL0012059018","Borsa Italiana","Italy","USD","EUR","0.91"
"CRDA","CRODA INTERNATIONAL PLC","Equity","0.06","66.92","552,110.00","36,948,421.36","36,948,421.36","Materials","BJFFLV0","GB00BJFFLV09","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"6201","TOYOTA INDUSTRIES CORP","Equity","0.06","57.63","639,300.00","36,844,392.52","36,844,392.52","Consumer Discretionary","6900546","JP3634600005","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"REE","RED ELECTRICA SA","Equity","0.06","20.03","1,837,143.00","36,801,484.15","36,801,484.15","Utilities","BD6FXN3","ES0173093024","Bolsa De Madrid","Spain","USD","EUR","0.91"
"SPX","SPIRAX-SARCO ENGINEERING PLC","Equity","0.06","115.67","318,176.00","36,803,297.01","36,803,297.01","Industrials","BWFGQN1","GB00BWFGQN14","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"GFC","GECINA REIT SA","Equity","0.06","185.25","197,764.00","36,635,468.53","36,635,468.53","Real Estate","7742468","FR0010040865","Nyse Euronext - Euronext Paris","France","USD","EUR","0.91"
"6506","YASKAWA ELECTRIC CORP","Equity","0.06","35.50","1,031,000.00","36,605,506.69","36,605,506.69","Industrials","6986041","JP3932000007","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"AT1","AROUNDTOWN PROPERTY HOLDINGS SA","Equity","0.06","9.08","4,023,020.00","36,528,268.09","36,528,268.09","Real Estate","BF0CK44","LU1673108939","Xetra","Germany","USD","EUR","0.91"
"FPH","FISHER AND PAYKEL HEALTHCARE CORPO","Equity","0.06","14.68","2,485,400.00","36,480,390.52","36,480,390.52","Health Care","6340250","NZFAPE0001S2","New Zealand Exchange Ltd","New Zealand","USD","NZD","1.53"
"BKG","BERKELEY GROUP HOLDINGS (THE) PLC","Equity","0.06","69.40","524,441.00","36,397,134.71","36,397,134.71","Consumer Discretionary","B02L3W3","GB00B02L3W35","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"1878","DAITO TRUST CONSTRUCTION LTD","Equity","0.06","117.33","308,700.00","36,218,650.36","36,218,650.36","Real Estate","6250508","JP3486800000","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"SRT3","SARTORIUS PREF AG","Equity","0.06","236.73","152,686.00","36,145,472.82","36,145,472.82","Health Care","5843329","DE0007165631","Xetra","Germany","USD","EUR","0.91"
"17","NEW WORLD DEVELOPMENT LTD","Equity","0.06","1.36","26,519,132.00","36,013,636.05","36,013,636.05","Real Estate","6633767","HK0017000149","Hong Kong Exchanges And Clearing Ltd","Hong Kong","USD","HKD","7.78"
"VIFN","VIFOR PHARMA AG","Equity","0.06","183.09","196,648.00","36,003,838.78","36,003,838.78","Health Care","BZ12TW4","CH0364749348","Six Swiss Exchange Ag","Switzerland","USD","CHF","0.97"
"ATO","ATOS","Equity","0.06","85.03","422,720.00","35,945,515.41","35,945,515.41","Information Technology","5654781","FR0000051732","Nyse Euronext - Euronext Paris","France","USD","EUR","0.91"
"BVI","BUREAU VERITAS SA","Equity","0.06","28.24","1,266,149.00","35,753,874.42","35,753,874.42","Industrials","B28DTJ6","FR0006174348","Nyse Euronext - Euronext Paris","France","USD","EUR","0.91"
"ELISA","ELISA","Equity","0.06","57.84","617,340.00","35,707,333.91","35,707,333.91","Communication","5701513","FI0009007884","Nasdaq Omx Helsinki Ltd.","Finland","USD","EUR","0.91"
"2269","MEIJI HOLDINGS LTD","Equity","0.06","72.38","491,304.00","35,562,594.83","35,562,594.83","Consumer Staples","B60DQV3","JP3918000005","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"1801","TAISEI CORP","Equity","0.06","40.77","867,800.00","35,383,085.94","35,383,085.94","Industrials","6870100","JP3443600006","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"GBLB","GROUPE BRUXELLES LAMBERT NV","Equity","0.06","102.08","346,509.00","35,373,246.52","35,373,246.52","Financials","7097328","BE0003797140","Nyse Euronext - Euronext Brussels","Belgium","USD","EUR","0.91"
"TWE","TREASURY WINE ESTATES LTD","Equity","0.06","11.26","3,110,973.00","35,039,417.76","35,039,417.76","Consumer Staples","B61JC67","AU000000TWE9","Asx - All Markets","Australia","USD","AUD","1.48"
"SGP","STOCKLAND STAPLED UNITS LTD","Equity","0.05","3.34","10,470,856.00","34,998,705.29","34,998,705.29","Real Estate","6850856","AU000000SGP0","Asx - All Markets","Australia","USD","AUD","1.48"
"BNR","BRENNTAG AG","Equity","0.05","52.63","664,720.00","34,981,815.29","34,981,815.29","Industrials","B4YVF56","DE000A1DAHH0","Xetra","Germany","USD","EUR","0.91"
"MNG","M&G PLC","Equity","0.05","3.18","10,979,271.00","34,863,546.39","34,863,546.39","Financials","BKFB1C6","GB00BKFB1C65","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"6586","MAKITA CORP","Equity","0.05","35.96","968,300.00","34,822,956.75","34,822,956.75","Industrials","6555805","JP3862400003","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"ALFA","ALFA LAVAL","Equity","0.05","25.44","1,360,452.00","34,615,410.23","34,615,410.23","Industrials","7332687","SE0000695876","Nasdaq Omx Nordic","Sweden","USD","SEK","9.63"
"MAERSK B","A P MOLLER MAERSK B","Equity","0.05","1,217.07","28,336.00","34,486,968.58","34,486,968.58","Industrials","4253048","DK0010244508","Omx Nordic Exchange Copenhagen A/S","Denmark","USD","DKK","6.79"
"EPI A","EPIROC CLASS A","Equity","0.05","12.10","2,848,469.00","34,464,082.67","34,464,082.67","Industrials","BDZV116","SE0011166933","Nasdaq Omx Nordic","Sweden","USD","SEK","9.63"
"DCC","DCC PLC","Equity","0.05","81.58","422,146.00","34,438,201.25","34,438,201.25","Industrials","0242493","IE0002424939","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"SVT","SEVERN TRENT PLC","Equity","0.05","33.55","1,025,832.00","34,412,035.05","34,412,035.05","Utilities","B1FH8J7","GB00B1FH8J72","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"MONC","MONCLER","Equity","0.05","44.08","780,094.00","34,385,766.16","34,385,766.16","Consumer Discretionary","BGLP232","IT0004965148","Borsa Italiana","Italy","USD","EUR","0.91"
"SK3","SMURFIT KAPPA GROUP PLC","Equity","0.05","34.89","978,365.00","34,138,663.27","34,138,663.27","Materials","B1RR828","IE00B1RR8406","Irish Stock Exchange - All Market","Ireland","USD","EUR","0.91"
"QIA","QIAGEN NV","Equity","0.05","34.43","990,831.00","34,115,861.98","34,115,861.98","Health Care","BYXS699","NL0012169213","Xetra","Germany","USD","EUR","0.91"
"SKA B","SKANSKA B","Equity","0.05","23.11","1,464,785.00","33,848,699.87","33,848,699.87","Industrials","7142091","SE0000113250","Nasdaq Omx Nordic","Sweden","USD","SEK","9.63"
"SOLB","SOLVAY SA","Equity","0.05","104.83","322,784.00","33,838,984.79","33,838,984.79","Materials","4821100","BE0003470755","Nyse Euronext - Euronext Brussels","Belgium","USD","EUR","0.91"
"9503","KANSAI ELECTRIC POWER INC","Equity","0.05","11.08","3,038,900.00","33,663,460.69","33,663,460.69","Utilities","6483489","JP3228600007","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"GPT","GPT GROUP STAPLED UNITS","Equity","0.05","4.00","8,395,874.00","33,619,031.54","33,619,031.54","Real Estate","6365866","AU000000GPT8","Asx - All Markets","Australia","USD","AUD","1.48"
"CHF","CHF CASH","Cash","0.05","102.69","32,682,305.00","33,559,896.61","33,559,896.61","Cash and/or Derivatives","-","-","-","Switzerland","USD","CHF","0.97"
"7752","RICOH LTD","Equity","0.05","11.67","2,865,000.00","33,443,375.48","33,443,375.48","Information Technology","6738220","JP3973400009","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"OCDO","OCADO GROUP PLC","Equity","0.05","16.97","1,969,897.00","33,436,962.73","33,436,962.73","Consumer Discretionary","B3MBS74","GB00B3MBS747","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"NTGY","NATURGY ENERGY SA","Equity","0.05","25.98","1,282,625.00","33,326,677.53","33,326,677.53","Utilities","5650422","ES0116870314","Bolsa De Madrid","Spain","USD","EUR","0.91"
"STJ","ST JAMESS PLACE PLC","Equity","0.05","14.68","2,266,057.00","33,256,994.71","33,256,994.71","Financials","0766937","GB0007669376","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"8601","DAIWA SECURITIES GROUP INC","Equity","0.05","5.06","6,570,000.00","33,235,266.63","33,235,266.63","Financials","6251448","JP3502200003","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"GBP","GBP CASH","Cash","0.05","129.82","25,593,687.00","33,225,724.13","33,225,724.13","Cash and/or Derivatives","-","-","-","United Kingdom","USD","GBP","0.77"
"GET","GETLINK","Equity","0.05","17.38","1,901,825.00","33,055,220.94","33,055,220.94","Industrials","B292JQ9","FR0010533075","Nyse Euronext - Euronext Paris","France","USD","EUR","0.91"
"GALP","GALP ENERGIA SGPS SA","Equity","0.05","15.25","2,167,656.00","33,049,585.56","33,049,585.56","Energy","B1FW751","PTGAL0AM0009","Nyse Euronext - Euronext Lisbon","Portugal","USD","EUR","0.91"
"EDF","ELECTRICITE DE FRANCE SA","Equity","0.05","12.54","2,630,252.00","32,984,859.32","32,984,859.32","Utilities","B0NJJ17","FR0010242511","Nyse Euronext - Euronext Paris","France","USD","EUR","0.91"
"TEL2 B","TELE2 B","Equity","0.05","15.32","2,143,889.00","32,849,714.67","32,849,714.67","Communication","B97C733","SE0005190238","Nasdaq Omx Nordic","Sweden","USD","SEK","9.63"
