iShares CMBS ETF
Fund Holdings as of,"Jan 28, 2020"
Inception Date,"Feb 14, 2012"
Shares Outstanding,"8,050,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Name,Asset Class,Weight (%),Price,Market Value,Notional Value,Sector,SEDOL,ISIN,Coupon (%),Maturity,YTM (%),Yield to Worst (%),Duration,Par Value
"COMM_15-CR25 B","Fixed Income","0.08","107.71","324,171.43","324,171.43","Non-Agency CMBS","-","US12593PAZ53","4.69","Aug 12, 2048","3.04","3.04","4.82","300,000.00"
"COMM_14-CR18 AM","Fixed Income","0.07","106.99","321,883.58","321,883.58","Non-Agency CMBS","-","US12632QAZ63","4.10","Jul 15, 2047","2.35","2.35","3.90","300,000.00"
"WFRBS_14-C19 B","Fixed Income","0.07","106.50","320,566.28","320,566.28","Non-Agency CMBS","-","US92938VAT26","4.72","Mar 15, 2047","2.96","2.96","3.62","300,000.00"
"WFRBS_14-C19 A4","Fixed Income","0.07","106.41","320,106.23","320,106.23","Non-Agency CMBS","-","US92938VAP04","3.83","Mar 15, 2047","1.90","1.90","3.26","300,000.00"
"COMM_15-CR22 C","Fixed Income","0.07","105.99","318,928.13","318,928.13","Non-Agency CMBS","-","US12592XBJ46","4.25","Mar 10, 2048","2.98","2.98","4.57","300,000.00"
"FNMA_12-M2 A2","Fixed Income","0.07","100.86","318,637.08","318,637.08","Agency CMBS","B8N4HJ2","US3136A4TX75","2.72","Feb 25, 2022","2.15","2.15","1.79","315,293.00"
"BANK_17-BNK4 ASB","Fixed Income","0.07","105.81","318,196.28","318,196.28","Non-Agency CMBS","-","US06541FAY51","3.42","May 15, 2050","2.04","2.04","4.13","300,000.00"
"COMM_13-CR6 ASB","Fixed Income","0.07","100.95","317,650.43","317,650.43","Non-Agency CMBS","B9GGZX2","US12624XAC20","2.62","Mar 10, 2046","1.94","1.94","1.45","314,060.00"
"WFCM_12-LC5 B","Fixed Income","0.07","104.42","314,195.25","314,195.25","Non-Agency CMBS","-","US94988HAF82","4.14","Oct 15, 2045","2.36","2.36","2.48","300,000.00"
"COMM_14_CR17 B","Fixed Income","0.07","106.61","312,265.02","312,265.02","Non-Agency CMBS","-","US12631DBE22","4.38","May 10, 2047","2.71","2.71","3.86","292,000.00"
"GSMS_13-GC12 AS","Fixed Income","0.07","103.57","311,479.58","311,479.58","Non-Agency CMBS","-","US36197XAP96","3.38","Jun 12, 2046","2.16","2.16","2.93","300,000.00"
"FHLMC_K032 A1","Fixed Income","0.07","101.32","311,309.29","311,309.29","Agency CMBS","-","US3137B4GX84","3.02","Feb 25, 2023","2.05","2.05","1.54","306,579.00"
"JPMCC_13-C16 ASB","Fixed Income","0.07","102.91","303,414.17","303,414.17","Non-Agency CMBS","-","US46641BAE39","3.67","Dec 17, 2046","1.96","1.96","1.74","294,052.00"
"CGCMT_12-GC8 A4","Fixed Income","0.07","102.32","294,165.80","294,165.80","Non-Agency CMBS","-","US17318UAD63","3.02","Sep 10, 2045","1.92","1.92","2.13","286,848.00"
"FNMA_13-M6 1A2","Fixed Income","0.07","109.57","293,377.65","293,377.65","Agency CMBS","-","US3136AC7G06","3.61","Feb 25, 2043","2.24","2.24","7.59","267,077.00"
"FNMA_13-M6 1AC","Fixed Income","0.07","107.44","287,836.43","287,836.43","Agency CMBS","-","US3136AC7M73","3.61","Feb 25, 2043","2.50","2.50","7.55","267,077.00"
"BMARK_19-B9 C","Fixed Income","0.07","113.79","285,406.49","285,406.49","Non-Agency CMBS","-","US08160JAK34","4.97","Mar 15, 2052","3.19","3.19","7.28","250,000.00"
"FHMS_K1510 A2","Fixed Income","0.07","113.40","284,193.38","284,193.38","Agency CMBS","-","US3137FL2L77","3.72","Jan 25, 2031","2.29","2.29","8.87","250,000.00"
"BBCMS_18-C2 C","Fixed Income","0.07","112.94","283,172.73","283,172.73","Non-Agency CMBS","-","US05491UBJ60","5.14","Dec 15, 2051","3.36","3.36","7.20","250,000.00"
"COMM_13-CR11 AM","Fixed Income","0.06","108.78","272,823.56","272,823.56","Non-Agency CMBS","-","US12626LBN10","4.71","Aug 10, 2050","2.12","2.12","3.26","250,000.00"
"COMM_15-CR24 B","Fixed Income","0.06","108.71","272,634.32","272,634.32","Non-Agency CMBS","-","US12593JBJ43","4.52","Aug 12, 2048","2.70","2.70","4.79","250,000.00"
"MSCI_15-UBS8 AS","Fixed Income","0.06","108.37","271,703.88","271,703.88","Non-Agency CMBS","-","US61691ABN28","4.11","Dec 15, 2048","2.57","2.57","5.24","250,000.00"
"COMM_14-UBS2 A5","Fixed Income","0.06","107.21","268,762.19","268,762.19","Non-Agency CMBS","-","US12591UAF03","3.96","Mar 10, 2047","1.95","1.95","3.48","250,000.00"
"COMM_14_CCRE20 AM","Fixed Income","0.06","106.85","267,870.38","267,870.38","Non-Agency CMBS","BRYG949","US12592LBL53","3.94","Nov 10, 2047","2.36","2.36","4.21","250,000.00"
"GSMS_14-GC22 AS","Fixed Income","0.06","106.83","267,842.44","267,842.44","Non-Agency CMBS","-","US36253BAY92","4.11","Jun 10, 2047","2.35","2.35","3.76","250,000.00"
"FHMS_K1502 A2","Fixed Income","0.06","106.71","267,357.75","267,357.75","Agency CMBS","BYT32J0","US3137BPVN63","3.08","Jan 25, 2031","2.35","2.35","8.98","250,000.00"
"WFCM_15-C28 AS","Fixed Income","0.06","106.58","267,181.75","267,181.75","Non-Agency CMBS","-","US94989JBB17","3.87","May 15, 2048","2.49","2.49","4.64","250,000.00"
"FNMA_12-M5 A2","Fixed Income","0.06","100.95","266,864.13","266,864.13","Agency CMBS","-","US3136A6JA31","2.71","Feb 25, 2022","2.13","2.13","1.88","263,822.00"
"CGCMT_14-GC23 AS","Fixed Income","0.06","106.39","266,690.06","266,690.06","Non-Agency CMBS","-","US17322VAV80","3.86","Jul 10, 2047","2.31","2.31","3.99","250,000.00"
"JPMBB_15-C29 B","Fixed Income","0.06","106.24","266,366.88","266,366.88","Non-Agency CMBS","-","US46644RBE45","4.12","May 15, 2048","2.81","2.81","4.67","250,000.00"
"COMM_14-UBS4 B","Fixed Income","0.06","105.64","264,911.12","264,911.12","Non-Agency CMBS","-","US12591QAU67","4.35","Aug 10, 2047","2.97","2.97","3.97","250,000.00"
"CGCMT_15-GC29 C","Fixed Income","0.06","105.55","264,681.60","264,681.60","Non-Agency CMBS","-","US17323VBE48","4.27","Apr 10, 2048","3.03","3.03","4.61","250,000.00"
"CGCMT_15_GC27 AS","Fixed Income","0.06","105.57","264,590.31","264,590.31","Non-Agency CMBS","-","US17323CAJ62","3.57","Feb 10, 2048","2.34","2.34","4.40","250,000.00"
"COMM_14-UBS4 A4","Fixed Income","0.06","105.49","264,377.50","264,377.50","Non-Agency CMBS","-","US12591QAQ55","3.42","Aug 10, 2047","1.88","1.88","3.49","250,000.00"
"CGCMT_14-GC23 C","Fixed Income","0.06","105.38","264,312.90","264,312.90","Non-Agency CMBS","-","US17322VAX47","4.59","Jul 10, 2047","3.19","3.19","4.06","250,000.00"
"COMM_16-DC2 C","Fixed Income","0.06","105.35","264,262.62","264,262.62","Non-Agency CMBS","-","US12594CBK53","4.79","Feb 10, 2049","3.74","3.74","5.41","250,000.00"
"COMM_15-DC1 C","Fixed Income","0.06","104.85","262,964.88","262,964.88","Non-Agency CMBS","-","US12629NAL91","4.45","Feb 10, 2048","3.53","3.53","5.44","250,000.00"
"MSBAM_15-C22 C","Fixed Income","0.06","104.75","262,687.83","262,687.83","Non-Agency CMBS","-","US61690FAS20","4.38","Apr 15, 2048","3.28","3.28","4.82","250,000.00"
"JPMCC_17-JP5 A3","Fixed Income","0.06","104.23","261,190.41","261,190.41","Non-Agency CMBS","-","US46647TAQ13","3.34","Mar 15, 2050","2.03","2.03","3.21","250,000.00"
"GSMS_14-GC20 B","Fixed Income","0.06","103.98","260,792.69","260,792.69","Non-Agency CMBS","-","US36252WBC10","4.53","Apr 10, 2047","3.47","3.47","3.68","250,000.00"
"WFRBS_12-C10 AS","Fixed Income","0.06","102.67","257,286.44","257,286.44","Non-Agency CMBS","-","US92890NAW92","3.24","Dec 15, 2045","2.27","2.27","2.81","250,000.00"
"UBSBB_12-C4 A5","Fixed Income","0.06","102.19","256,008.41","256,008.41","Non-Agency CMBS","B8BQ552","US90270RBE36","2.85","Dec 10, 2045","1.94","1.94","2.42","250,000.00"
"CGCMT_16-P6 A2","Fixed Income","0.06","101.49","254,306.62","254,306.62","Non-Agency CMBS","-","US17291EAT82","3.04","Dec 10, 2049","2.09","2.09","1.63","250,000.00"
"CD_17-CD3 A4","Fixed Income","0.06","109.08","251,520.70","251,520.70","Non-Agency CMBS","-","US12515GAD97","3.63","Feb 10, 2050","2.17","2.17","5.94","230,000.00"
"CSAIL_15-C4 D","Fixed Income","0.06","99.17","248,615.05","248,615.05","Non-Agency CMBS","-","US12635RBE71","3.73","Nov 15, 2048","3.34","3.34","5.38","250,000.00"
"MSBAM_13-C13 C","Fixed Income","0.06","106.76","246,428.49","246,428.49","Non-Agency CMBS","-","US61763BAZ76","5.07","Nov 15, 2046","3.07","3.07","3.48","230,000.00"
"FHMS_K1512 A2","Fixed Income","0.06","106.33","245,084.78","245,084.78","Agency CMBS","-","US3137FMTS12","2.99","May 25, 2031","2.32","2.32","9.25","230,000.00"
"JPMBB_14-C18 B","Fixed Income","0.06","107.48","242,659.32","242,659.32","Non-Agency CMBS","-","US46641JBB17","4.97","Feb 15, 2047","2.91","2.91","3.70","225,000.00"
"COMM_12-CR1 A3","Fixed Income","0.06","102.83","241,588.53","241,588.53","Non-Agency CMBS","BYW8BC8","US12624BAC00","3.39","May 15, 2045","1.79","1.79","1.81","234,356.00"
"FNMA_16-M3 ASQ2","Fixed Income","0.05","100.87","225,567.76","225,567.76","Agency CMBS","-","US3136ARTB46","2.24","Feb 25, 2023","1.85","1.85","2.37","223,255.00"
"MSBAM_14-C15 ASB","Fixed Income","0.05","103.73","225,431.40","225,431.40","Non-Agency CMBS","-","US61763KAY01","3.65","Apr 15, 2047","1.86","1.86","2.11","216,745.00"
"JPMCC_12-C6 A3","Fixed Income","0.05","103.15","222,109.61","222,109.61","Non-Agency CMBS","B7WHYF0","US46634SAC98","3.51","May 15, 2045","1.76","1.76","1.83","214,787.00"
"JPMCC_13-C13 A4","Fixed Income","0.05","106.25","220,098.24","220,098.24","Non-Agency CMBS","-","US46640JAR86","3.99","Jan 15, 2046","1.80","1.80","2.81","206,570.00"
"JPMBB_13-C15 B","Fixed Income","0.05","108.93","218,593.81","218,593.81","Non-Agency CMBS","-","US46640NAK46","4.93","Nov 15, 2045","2.28","2.28","3.28","200,000.00"
"MSBAM_14-C14 B","Fixed Income","0.05","108.37","217,480.92","217,480.92","Non-Agency CMBS","-","US61690GAJ04","4.91","Feb 15, 2047","2.52","2.52","3.46","200,000.00"
"MSBAM_14-C14 AS","Fixed Income","0.05","107.93","216,515.00","216,515.00","Non-Agency CMBS","-","US61690GAH48","4.38","Feb 15, 2047","2.13","2.13","3.42","200,000.00"
"JPMBB _14-C18 AS","Fixed Income","0.05","107.73","216,126.99","216,126.99","Non-Agency CMBS","-","US46641JBA34","4.44","Feb 15, 2047","2.33","2.33","3.58","200,000.00"
"WFRBS_14-C20 A5","Fixed Income","0.05","107.56","215,722.65","215,722.65","Non-Agency CMBS","BTJRPR6","US92890FAU03","4.00","May 15, 2047","1.99","1.99","3.67","200,000.00"
"JPMBB_14_C19 C","Fixed Income","0.05","106.91","214,540.82","214,540.82","Non-Agency CMBS","-","US46641WBB28","4.83","Apr 15, 2047","3.00","3.00","3.90","200,000.00"
"COMM_15-CR22 AM","Fixed Income","0.05","105.74","212,017.25","212,017.25","Non-Agency CMBS","-","US12592XBF24","3.60","Mar 10, 2048","2.36","2.36","4.50","200,000.00"
"COMM_14-CR14 C","Fixed Income","0.05","104.77","210,247.83","210,247.83","Non-Agency CMBS","-","US12630DBD57","4.78","Feb 10, 2047","3.56","3.56","3.74","200,000.00"
"FNMA_16-M10 A1","Fixed Income","0.05","100.04","209,889.69","209,889.69","Agency CMBS","-","US3136ATW834","2.10","Jul 25, 2028","1.98","1.98","1.45","209,476.00"
"FNMA_14-M13 A2","Fixed Income","0.05","104.40","209,251.15","209,251.15","Agency CMBS","-","US3136ALYF25","3.02","Aug 25, 2024","1.94","1.94","4.10","200,000.00"
"COMM_15-PC1 ASB","Fixed Income","0.05","104.17","208,881.40","208,881.40","Non-Agency CMBS","-","US12593GAC69","3.61","Jul 10, 2050","1.95","1.95","2.50","200,000.00"
"JPMCC_13-C10 C","Fixed Income","0.05","104.08","208,798.48","208,798.48","Non-Agency CMBS","BKZH2Z4","US46639JAK60","4.25","Dec 15, 2047","2.82","2.82","3.07","200,000.00"
"COMM_12-LC4 C","Fixed Income","0.05","103.53","207,924.63","207,924.63","Non-Agency CMBS","-","US126192AG86","5.72","Dec 10, 2044","4.61","4.61","3.59","200,000.00"
"WFCM_12-LC5 AS","Fixed Income","0.05","103.48","207,494.85","207,494.85","Non-Agency CMBS","B83JX55","US94988HAE18","3.54","Oct 15, 2045","2.07","2.07","2.38","200,000.00"
"JPMBB_14-C22 C","Fixed Income","0.05","103.28","207,259.90","207,259.90","Non-Agency CMBS","-","US46642NBK19","4.71","Sep 15, 2047","3.84","3.84","4.27","200,000.00"
"MSBAM_13-C8 B","Fixed Income","0.05","103.24","207,035.80","207,035.80","Non-Agency CMBS","-","US61761QAH65","3.69","Dec 15, 2048","2.44","2.44","2.77","200,000.00"
"MSBAM_13-C7 B","Fixed Income","0.05","103.19","206,953.55","206,953.55","Non-Agency CMBS","-","US61690KAH59","3.77","Feb 15, 2046","2.67","2.67","2.94","200,000.00"
"GSMS_12-GCJ9 AS","Fixed Income","0.05","102.80","206,068.80","206,068.80","Non-Agency CMBS","-","US36192PAT30","3.12","Nov 10, 2045","2.01","2.01","2.52","200,000.00"
"WFRBS_12-C10 A3","Fixed Income","0.05","102.21","204,843.65","204,843.65","Non-Agency CMBS","B92V3Y8","US92890NAU37","2.88","Dec 15, 2045","1.97","1.97","2.48","200,000.00"
"JPMBB_14-C25 B","Fixed Income","0.05","107.38","199,257.84","199,257.84","Non-Agency CMBS","-","US46643PBK57","4.35","Nov 15, 2047","2.73","2.73","4.45","185,000.00"
"WFRBS_12-C8 ASB","Fixed Income","0.04","100.46","193,594.79","193,594.79","Non-Agency CMBS","-","US92936YAD31","2.56","Aug 15, 2045","1.93","1.93","0.87","192,341.00"
"COMM_14-CR16 ASB","Fixed Income","0.04","103.07","191,089.64","191,089.64","Non-Agency CMBS","-","US12591VAC54","3.65","Apr 12, 2047","1.93","1.93","1.79","184,912.00"
"COMM_15-CR24 D","Fixed Income","0.04","95.29","191,102.25","191,102.25","Non-Agency CMBS","-","US12593JBL98","3.46","Aug 10, 2048","4.29","4.29","5.39","200,000.00"
"FHMS_K032 A2","Fixed Income","0.04","104.19","187,991.37","187,991.37","Agency CMBS","-","US3137B4GY67","3.31","May 25, 2023","1.86","1.86","2.95","180,000.00"
"UBSBB_12-C4 AAB","Fixed Income","0.04","100.50","179,776.22","179,776.22","Non-Agency CMBS","B7MJYR8","US90270RBF01","2.46","Dec 10, 2045","1.99","1.99","1.16","178,560.00"
"COMM_13-LC6 ASB","Fixed Income","0.04","100.64","178,836.72","178,836.72","Non-Agency CMBS","-","US20048EAW12","2.48","Jan 10, 2046","1.95","1.95","1.29","177,380.00"
"WFRBS_12-C9 A3","Fixed Income","0.04","102.19","178,741.01","178,741.01","Non-Agency CMBS","-","US92930RBB78","2.87","Nov 15, 2045","1.91","1.91","2.33","174,549.00"
"MSBAM_13-C10 ASB","Fixed Income","0.04","102.77","176,224.61","176,224.61","Non-Agency CMBS","-","US61762MBU45","3.91","Jul 15, 2046","1.94","1.94","1.46","170,980.00"
"WFCMT_15-SG1 D","Fixed Income","0.04","84.89","170,483.32","170,483.32","Non-Agency CMBS","-","US94989QBD16","4.62","Sep 15, 2048","6.43","6.43","5.64","200,000.00"
"JPMCC_12-C8 ASB","Fixed Income","0.04","100.30","169,010.53","169,010.53","Non-Agency CMBS","-","US46638UAD81","2.38","Oct 15, 2045","2.11","2.11","1.41","168,206.00"
"GSMS_13-GC16 AS","Fixed Income","0.04","109.23","164,365.01","164,365.01","Non-Agency CMBS","-","US36248GAH39","4.65","Nov 10, 2046","1.98","1.98","3.32","150,000.00"
"JPMBB_13-C14 AS","Fixed Income","0.04","107.29","161,426.40","161,426.40","Non-Agency CMBS","-","US46640LAH50","4.41","Aug 15, 2046","2.15","2.15","3.15","150,000.00"
"UBSCM_12-C1 B","Fixed Income","0.04","105.00","158,042.33","158,042.33","Non-Agency CMBS","-","US90269GAF81","4.82","May 10, 2045","2.36","2.36","2.00","150,000.00"
"COMM_14-UBS3 C","Fixed Income","0.04","104.91","157,922.49","157,922.49","Non-Agency CMBS","-","US12591YBH71","4.90","Jun 10, 2047","3.58","3.58","3.93","150,000.00"
"WFRBS_12-C9 C","Fixed Income","0.04","104.26","156,906.79","156,906.79","Non-Agency CMBS","-","US92930RAE27","4.54","Nov 15, 2045","2.99","2.99","2.75","150,000.00"
"COMM_12-LC4 AM","Fixed Income","0.04","103.21","155,276.14","155,276.14","Non-Agency CMBS","-","US126192AE39","4.06","Dec 10, 2044","2.50","2.50","2.06","150,000.00"
"WFRBS_12-C6 AS","Fixed Income","0.03","103.19","150,047.92","150,047.92","Non-Agency CMBS","-","US92936QBC15","3.84","Apr 15, 2045","1.97","1.97","1.75","145,000.00"
"COMM_12-CR3 A3","Fixed Income","0.03","101.62","149,367.53","149,367.53","Non-Agency CMBS","B8F7PV7","US12624PAE51","2.82","Oct 15, 2045","2.05","2.05","2.19","146,682.00"
"WFRBS_14-C22 A3","Fixed Income","0.03","102.10","131,933.99","131,933.99","Non-Agency CMBS","-","US92890KAY10","3.53","Sep 15, 2057","1.36","1.36","1.01","128,891.00"
"WFRBS_14-LC14 ASB","Fixed Income","0.03","102.94","126,654.07","126,654.07","Non-Agency CMBS","-","US96221TAF49","3.52","Mar 15, 2047","1.87","1.87","1.82","122,718.00"
"JPMBB_13-C15 C","Fixed Income","0.03","108.89","120,218.26","120,218.26","Non-Agency CMBS","-","US46640NAL29","5.37","Nov 15, 2045","2.64","2.64","3.29","110,000.00"
"GSMS_13-GC12 B","Fixed Income","0.03","103.66","119,536.61","119,536.61","Non-Agency CMBS","-","US36197XAQ79","3.78","Jun 10, 2046","2.57","2.57","3.00","115,000.00"
"FNMA_18-M13 A2","Fixed Income","0.03","112.91","113,197.62","113,197.62","Agency CMBS","-","US3136B3DE75","3.82","Sep 25, 2030","2.34","2.34","8.71","100,000.00"
"WFRBS_13-C13 C","Fixed Income","0.03","101.80","112,304.23","112,304.23","Non-Agency CMBS","-","US92937UAH14","3.91","May 15, 2045","3.29","3.29","3.01","110,000.00"
"GSMS_13-GC16 C","Fixed Income","0.03","109.40","109,812.68","109,812.68","Non-Agency CMBS","-","US36248GAL41","5.49","Nov 10, 2046","2.79","2.79","3.47","100,000.00"
"JPMBB_13-C17 C","Fixed Income","0.03","108.16","108,536.57","108,536.57","Non-Agency CMBS","-","US46640UAK88","5.05","Jan 15, 2047","2.67","2.67","3.48","100,000.00"
"CGCMT_14-GC25 B","Fixed Income","0.02","107.19","107,518.57","107,518.57","Non-Agency CMBS","-","US17322YAG52","4.34","Oct 10, 2047","2.69","2.69","4.20","100,000.00"
"WFRBS_14-C24 A5","Fixed Income","0.02","106.70","106,973.12","106,973.12","Non-Agency CMBS","-","US92939KAE82","3.61","Nov 15, 2047","2.02","2.02","4.13","100,000.00"
"JPMCC_14-C20 B","Fixed Income","0.02","106.60","106,924.94","106,924.94","Non-Agency CMBS","-","US46642CBP41","4.40","Jul 15, 2047","2.82","2.82","4.09","100,000.00"
"JPMCC_11-C5 A3","Fixed Income","0.02","102.65","106,644.86","106,644.86","Non-Agency CMBS","B4NYJC1","US46636VAC00","4.17","Aug 15, 2046","1.60","1.60","1.07","103,572.00"
"COMM_15-PC1 A2","Fixed Income","0.02","99.99","105,013.00","105,013.00","Non-Agency CMBS","-","US12593GAB86","3.15","Jul 10, 2050","3.11","3.11","1.20","104,771.00"
"JPMCC_13-C10 B","Fixed Income","0.02","103.98","104,254.87","104,254.87","Non-Agency CMBS","-","US46639JAJ97","3.67","Dec 15, 2047","2.30","2.30","2.90","100,000.00"
"CGCMT_13-GC11 AS","Fixed Income","0.02","103.96","104,218.95","104,218.95","Non-Agency CMBS","-","US17320DAN84","3.42","Apr 10, 2046","2.05","2.05","2.85","100,000.00"
"GSMS_12-GCJ7 AS","Fixed Income","0.02","103.72","104,021.48","104,021.48","Non-Agency CMBS","-","US36192KAV98","4.09","May 10, 2045","2.15","2.15","1.92","100,000.00"
"JPMCCMSC_13-C10 AS","Fixed Income","0.02","103.33","103,587.56","103,587.56","Non-Agency CMBS","-","US46639JAH32","3.37","Dec 15, 2047","2.17","2.17","2.79","100,000.00"
"COMM_13-LC6 AM","Fixed Income","0.02","103.09","103,335.75","103,335.75","Non-Agency CMBS","-","US20048EBA82","3.28","Jan 10, 2046","2.12","2.12","2.65","100,000.00"
"WFCM_13-LC12 C","Fixed Income","0.02","102.42","102,753.46","102,753.46","Non-Agency CMBS","-","US94988QAS03","4.42","Jul 15, 2046","3.50","3.50","3.76","100,000.00"
"JPMCC_13-LC11 C","Fixed Income","0.02","102.15","102,442.77","102,442.77","Non-Agency CMBS","-","US46639YAW75","3.96","Apr 15, 2046","3.33","3.33","3.45","100,000.00"
"WFRBS_14-C24 C","Fixed Income","0.02","99.55","99,873.23","99,873.23","Non-Agency CMBS","-","US92939KAK43","4.29","Nov 15, 2047","4.32","4.32","4.60","100,000.00"
"MSBAM_13-C7 AAB","Fixed Income","0.02","100.67","93,050.52","93,050.52","Non-Agency CMBS","-","US61690KAC62","2.47","Feb 15, 2046","1.95","1.95","1.44","92,259.00"
"FNMA_16-M1 A1","Fixed Income","0.02","100.50","83,847.64","83,847.64","Agency CMBS","-","US3136AQV725","2.43","Jan 25, 2026","1.99","1.99","1.48","83,281.00"
"JPMCC_13-C10 ASB","Fixed Income","0.01","101.15","60,939.47","60,939.47","Non-Agency CMBS","-","US46639JAF75","2.70","Dec 15, 2047","1.90","1.90","1.52","60,129.00"
"GSMS_12-GC6 A-AB","Fixed Income","0.01","100.81","50,399.65","50,399.65","Non-Agency CMBS","-","US36192BAZ04","3.31","Jan 10, 2045","1.99","1.99","0.66","49,873.00"
"JPMBB_13-C12 D","Fixed Income","0.01","100.52","50,416.73","50,416.73","Non-Agency CMBS","-","US46639NAX93","4.24","Jul 15, 2045","3.98","3.98","3.73","50,000.00"
"FNMA_10-M4 A3","Fixed Income","0.01","100.28","40,154.82","40,154.82","Agency CMBS","-","US31398R7H26","3.82","Jun 25, 2020","1.98","1.98","0.29","39,927.00"
"GSMS_11-GC5 A3","Fixed Income","0.01","100.87","34,280.22","34,280.22","Non-Agency CMBS","-","US36191YBA55","3.82","Aug 10, 2044","2.19","2.19","0.58","33,889.00"
"JPMCC_13-C13 ASB","Fixed Income","0.01","102.34","33,901.58","33,901.58","Non-Agency CMBS","-","US46640JAS69","3.41","Jan 15, 2046","1.96","1.96","1.67","33,043.00"
"FNMA_13-M4 ATS2","Fixed Income","0.00","100.19","19,374.20","19,374.20","Agency CMBS","-","US3136AC4M01","2.61","Mar 25, 2022","2.36","2.36","1.36","19,300.00"
"USD CASH","Cash","-0.04","100.00","-158,723.13","-158,723.13","Cash and/or Derivatives","-","-","0.00","-","1.65","1.65","0.00","-158,723.00"
 
