iShares Core U.S. Aggregate Bond ETF
Fund Holdings as of,"Jan 28, 2020"
Inception Date,"Sep 22, 2003"
Shares Outstanding,"631,100,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Name,Asset Class,Weight (%),Price,Market Value,Notional Value,Sector,SEDOL,ISIN,Coupon (%),Maturity,YTM (%),Yield to Worst (%),Duration,Par Value
"PUBLIC STORAGE","Fixed Income","0.00","101.33","541,710.79","541,710.79","Financial Institutions","BFB5MH9","US74460DAB55","2.37","Sep 15, 2022","1.85","1.83","2.47","530,000.00"
"UNITEDHEALTH GROUP INC","Fixed Income","0.00","106.19","539,966.39","539,966.39","Financial Institutions","-","US91324PDM14","3.50","Feb 15, 2024","1.90","1.90","3.74","501,000.00"
"GEORGETOWN UNIVERSITY","Fixed Income","0.00","125.48","543,039.45","543,039.45","Industrial","-","US37310PAC59","4.32","Apr 01, 2049","3.00","2.99","17.48","428,000.00"
"AMGEN INC","Fixed Income","0.00","140.71","538,548.82","538,548.82","Industrial","B2PVZR3","US031162AW01","6.38","Jun 01, 2037","3.28","3.28","11.58","380,000.00"
"FNMA 30YR 2010 PRODUCTION","Fixed Income","0.00","105.64","537,395.26","537,395.26","MBS Pass-Through","-","-","3.50","Nov 01, 2040","2.29","2.29","1.95","507,460.00"
"FHLMC 30YR UMBS MIRROR","Fixed Income","0.00","104.97","539,932.83","539,932.83","MBS Pass-Through","-","-","3.50","Aug 01, 2047","2.49","2.49","3.58","513,094.00"
"CALIFORNIA ST","Fixed Income","0.00","106.90","541,397.50","541,397.50","Local Authority","B3TR530","US13063BJA17","5.70","Nov 01, 2021","1.70","1.70","1.67","500,000.00"
"KINDER MORGAN ENERGY PARTNERS LP","Fixed Income","0.00","122.62","542,713.73","542,713.73","Industrial","B06HVJ0","US494550AT30","5.80","Mar 15, 2035","3.82","3.82","10.47","435,000.00"
"COMERICA BANK","Fixed Income","0.00","107.92","539,660.56","539,660.56","Financial Institutions","BYY9YJ7","US200339DX48","4.00","Jul 27, 2025","2.45","2.45","4.97","500,000.00"
"MCKESSON CORP","Fixed Income","0.00","114.49","541,925.37","541,925.37","Industrial","BKJV4C3","US581557BC84","4.88","Mar 15, 2044","3.95","3.94","14.45","466,000.00"
"SEAGATE HDD CAYMAN","Fixed Income","0.00","103.53","540,001.33","540,001.33","Industrial","BYWV2S0","US81180WAV37","4.25","Mar 01, 2022","2.51","2.44","1.90","513,000.00"
"SUNTRUST BANK MTN","Fixed Income","0.00","102.47","535,268.49","535,268.49","Financial Institutions","B95WLV1","US86787EAN76","2.75","May 01, 2023","1.96","1.94","3.04","519,000.00"
"JAPAN BANK FOR INTERNATIONAL COOPE","Fixed Income","0.00","105.85","533,355.00","533,355.00","Agency","-","US471048BU18","3.38","Oct 31, 2023","1.76","1.76","3.51","500,000.00"
"ONTARIO (PROVINCE OF)","Fixed Income","0.00","105.32","534,162.64","534,162.64","Local Authority","-","US68323AFC36","3.05","Jan 29, 2024","1.67","1.67","3.72","500,000.00"
"UNION PACIFIC CORPORATION","Fixed Income","0.00","99.93","534,620.15","534,620.15","Industrial","-","US907818FJ28","2.15","Feb 05, 2027","2.16","2.16","6.44","535,000.00"
"CALIFORNIA ST","Fixed Income","0.00","104.41","531,364.17","531,364.17","Local Authority","B3SP8K3","US13063BJB99","7.70","Nov 01, 2030","7.10","1.81","0.74","500,000.00"
"UTAH ST","Fixed Income","0.00","106.19","532,282.12","532,282.12","Local Authority","B44L330","US917542QV70","3.54","Jul 01, 2025","1.85","1.85","3.58","500,000.00"
"MASSACHUSETTS INSTITUTE OF TECHNOL","Fixed Income","0.00","118.49","534,559.16","534,559.16","Industrial","BYWPDY5","US575718AE16","3.96","Jul 01, 2038","2.63","2.63","12.97","450,000.00"
"LABORATORY CORP OF AMERICA HLDG","Fixed Income","0.00","106.11","535,368.33","535,368.33","Industrial","BG4YZ15","US50540RAN26","4.00","Nov 01, 2023","2.29","2.18","3.28","500,000.00"
"CONSTELLATION BRANDS INC","Fixed Income","0.00","128.78","529,745.50","529,745.50","Industrial","BGRV911","US21036PBD96","5.25","Nov 15, 2048","3.63","3.62","16.11","408,000.00"
"MCDONALDS CORPORATION","Fixed Income","0.00","122.34","529,269.30","529,269.30","Industrial","B4T8994","US58013MEK62","4.88","Jul 15, 2040","3.36","3.36","13.67","432,000.00"
"EBAY INC","Fixed Income","0.00","101.25","532,834.16","532,834.16","Industrial","BPFJBK3","US278642AK93","2.88","Aug 01, 2021","2.03","1.93","1.31","519,000.00"
"TEXAS EASTERN TRANSMISSION LP","Fixed Income","0.00","136.36","532,774.23","532,774.23","Industrial","2968065","US882389CC14","7.00","Jul 15, 2032","3.40","3.40","9.02","390,000.00"
"ESSEX PORTFOLIO LP","Fixed Income","0.00","105.62","532,948.12","532,948.12","Financial Institutions","BYPJNX3","US29717PAQ00","3.38","Apr 15, 2026","2.40","2.36","5.44","500,000.00"
"AMERICAN ELECTRIC POWER COMPANY IN","Fixed Income","0.00","103.21","534,528.37","534,528.37","Utility","BH31X76","US025537AL53","3.65","Dec 01, 2021","1.87","1.87","1.78","515,000.00"
"CATERPILLAR FINANCIAL SERVICES COR MTN","Fixed Income","0.00","106.65","524,072.17","524,072.17","Industrial","BHRJ6J9","US14913Q2S76","3.65","Dec 07, 2023","1.86","1.86","3.60","489,000.00"
"WESTAR ENERGY INC","Fixed Income","0.00","103.71","525,712.08","525,712.08","Utility","BKFVB37","US95709TAQ31","3.25","Sep 01, 2049","3.06","3.06","18.61","500,000.00"
"TORCHMARK CORPORATION","Fixed Income","0.00","103.98","526,939.44","526,939.44","Financial Institutions","B8FPG30","US891027AQ76","3.80","Sep 15, 2022","2.23","2.23","2.48","500,000.00"
"DUKE ENERGY INDIANA INC","Fixed Income","0.00","135.89","523,039.60","523,039.60","Utility","B0MT6P1","US693627AY70","6.12","Oct 15, 2035","3.20","3.20","10.86","380,000.00"
"FHLMC 30YR UMBS MIRROR","Fixed Income","0.00","110.79","522,286.64","522,286.64","MBS Pass-Through","-","-","4.50","Mar 01, 2049","2.28","2.28","3.25","469,991.00"
"HEWLETT-PACKARD CO","Fixed Income","0.00","104.61","526,224.58","526,224.58","Industrial","B761H93","US428236BV43","4.65","Dec 09, 2021","2.11","2.11","1.78","500,000.00"
"CSX CORP","Fixed Income","0.00","132.09","523,957.44","523,957.44","Industrial","B56NM23","US126408GU17","5.50","Apr 15, 2041","3.37","3.34","13.37","392,000.00"
"KIMCO REALTY CORPORATION","Fixed Income","0.00","103.62","522,198.33","522,198.33","Financial Institutions","BYWM3T1","US49446RAN98","3.40","Nov 01, 2022","2.04","1.96","2.48","500,000.00"
"NEXTERA ENERGY CAPITAL HOLDINGS IN","Fixed Income","0.00","102.85","527,128.04","527,128.04","Utility","B4PFL04","US65339KAA88","4.50","Jun 01, 2021","2.33","1.85","1.06","509,000.00"
"ENERGY TRANSFER PARTNERS LP","Fixed Income","0.00","105.68","522,636.68","522,636.68","Industrial","BDHTRN2","US29273RBK41","4.20","Apr 15, 2027","3.31","3.28","6.08","489,000.00"
"COMMONWEALTH EDISON","Fixed Income","0.00","136.65","517,842.32","517,842.32","Utility","B104W46","US202795HK91","5.90","Mar 15, 2036","3.01","3.01","11.15","373,000.00"
"SIMON PROPERTY GROUP LP","Fixed Income","0.00","107.47","520,576.27","520,576.27","Financial Institutions","BF4BJ95","US828807DE42","3.38","Dec 01, 2027","2.33","2.30","6.77","482,000.00"
"DUKE ENERGY CAROLINES LLC","Fixed Income","0.00","140.27","518,735.87","518,735.87","Utility","2026587","US264399ED44","6.45","Oct 15, 2032","2.69","2.69","9.30","365,000.00"
"KEY BANK NATIONAL ASSOCIATION","Fixed Income","0.00","102.43","515,080.00","515,080.00","Financial Institutions","2242974","US49306SAA42","3.18","May 22, 2022","2.10","2.10","2.22","500,000.00"
"AEP TRANSMISSION COMPANY LLC","Fixed Income","0.00","120.75","518,645.87","518,645.87","Utility","BGJNPY0","US00115AAJ88","4.25","Sep 15, 2048","3.15","3.13","17.17","424,000.00"
"CALIFORNIA ST","Fixed Income","0.00","100.51","518,771.25","518,771.25","Local Authority","B58KMP5","US13063BFV99","7.95","Mar 01, 2036","7.89","2.32","0.09","500,000.00"
"FLOWERS FOODS INC","Fixed Income","0.00","104.28","515,810.51","515,810.51","Industrial","B7KXJV1","US343498AA92","4.38","Apr 01, 2022","2.35","2.10","1.83","488,000.00"
"PPL CAPITAL FUNDING INC","Fixed Income","0.00","106.70","519,248.53","519,248.53","Utility","BD6JXP7","US69352PAM59","4.00","Sep 15, 2047","3.61","3.61","16.59","480,000.00"
"WR BERKLEY CORPORATION","Fixed Income","0.00","117.40","514,870.89","514,870.89","Financial Institutions","BPXR864","US084423AT91","4.75","Aug 01, 2044","3.67","3.67","14.90","430,000.00"
"DUKE ENERGY CORP","Fixed Income","0.00","110.36","515,869.17","515,869.17","Utility","BF46ZJ2","US26441CAY12","3.95","Aug 15, 2047","3.37","3.36","16.79","460,000.00"
"DUKE ENERGY CORP","Fixed Income","0.00","101.16","516,350.72","516,350.72","Utility","BF46ZB4","US26441CAW55","2.40","Aug 15, 2022","1.93","1.92","2.39","505,000.00"
"ENTERPRISE PRODUCTS OPERATING LLC","Fixed Income","0.00","126.85","517,739.33","517,739.33","Industrial","B56MMZ3","US29379VAV53","5.70","Feb 15, 2042","3.88","3.88","13.36","400,000.00"
"WEC ENERGY GROUP INC","Fixed Income","0.00","102.01","520,243.43","520,243.43","Utility","BG1ZYY7","US92939UAA43","3.38","Jun 15, 2021","1.89","1.89","1.34","508,000.00"
"ENTERPRISE PRODUCTS OPERATING LLC","Fixed Income","0.00","101.85","517,227.22","517,227.22","Industrial","BYWF668","US29379VBR33","5.38","Feb 15, 2078","4.59","4.59","5.14","496,000.00"
"ENERGY TRANSFER OPERATING LP","Fixed Income","0.00","111.44","515,851.43","515,851.43","Industrial","BJVKHH7","US29278NAM56","5.88","Jan 15, 2024","2.80","2.62","3.38","462,000.00"
"COMMONWEALTH EDISON COMPANY","Fixed Income","0.00","102.55","514,252.92","514,252.92","Utility","BYMX9Q3","US202795JH45","2.55","Jun 15, 2026","2.12","2.11","5.75","500,000.00"
"JOHN DEERE CAPITAL CORP MTN","Fixed Income","0.00","101.25","509,608.93","509,608.93","Industrial","BFZWWW1","US24422EUD92","2.88","Mar 12, 2021","1.75","1.75","1.09","498,000.00"
"PECO ENERGY CO","Fixed Income","0.00","118.23","508,205.44","508,205.44","Utility","BQS2NF5","US693304AS60","4.15","Oct 01, 2044","3.09","3.08","15.82","425,000.00"
"DH EUROPE FINANCE II SARL","Fixed Income","0.00","101.58","512,894.52","512,894.52","Industrial","BKTX8T4","US23291KAH86","2.60","Nov 15, 2029","2.42","2.41","8.51","502,000.00"
"ELI LILLY AND COMPANY","Fixed Income","0.00","117.26","509,204.11","509,204.11","Industrial","BJKRNN7","US532457BS64","3.88","Mar 15, 2039","2.71","2.69","13.62","429,000.00"
"AVALONBAY COMMUNITIES INC MTN","Fixed Income","0.00","107.56","508,853.59","508,853.59","Financial Institutions","BZBZKB9","US05348EAW93","3.50","Nov 15, 2025","2.11","2.05","5.09","470,000.00"
"REGIONS BANK","Fixed Income","0.00","100.90","508,978.75","508,978.75","Financial Institutions","BDT6H97","US759187CB19","2.75","Apr 01, 2021","1.97","1.91","1.07","500,000.00"
"KOREA DEVELOPMENT BANK","Fixed Income","0.00","100.94","508,148.12","508,148.12","Agency","BKRS6W0","US500630CY21","2.13","Oct 01, 2024","1.91","1.91","4.41","500,000.00"
"SWEDISH EXPORT CREDIT CORP MTN","Fixed Income","0.00","101.61","510,695.42","510,695.42","Agency","BD21LB9","US00254EMR08","2.88","May 22, 2021","1.63","1.63","1.29","500,000.00"
"FGOLD 30YR 3% M 80-90 LTV 2013","Fixed Income","0.00","103.52","509,713.97","509,713.97","MBS Pass-Through","-","-","3.00","Feb 01, 2043","2.37","2.37","3.07","491,292.00"
"EQUINOR ASA","Fixed Income","0.00","135.78","511,522.17","511,522.17","Agency","2398189","US656531AJ97","7.15","Jan 15, 2029","2.64","2.64","7.05","376,000.00"
"ALBEMARLE CORP","Fixed Income","0.00","119.34","510,858.15","510,858.15","Industrial","BSPL144","US012725AD95","5.45","Dec 01, 2044","4.19","4.18","14.31","425,000.00"
"DOW CHEMICAL COMPANY (THE)","Fixed Income","0.00","106.94","511,442.33","511,442.33","Industrial","-","US260543CX94","3.63","May 15, 2026","2.43","2.40","5.53","475,000.00"
"PPL CAPITAL FUNDING LLC","Fixed Income","0.00","103.54","510,071.22","510,071.22","Utility","B8DYKT3","US69352PAE34","3.50","Dec 01, 2022","2.21","2.09","2.49","490,000.00"
"HCP INC","Fixed Income","0.00","105.30","509,161.02","509,161.02","Financial Institutions","BKDK9B0","US40414LAQ23","3.25","Jul 15, 2026","2.36","2.34","5.76","483,000.00"
"ESSEX PORTFOLIO LP","Fixed Income","0.00","106.18","512,977.65","512,977.65","Financial Institutions","BWC0GP8","US29717PAP27","3.50","Apr 01, 2025","2.23","2.17","4.54","478,000.00"
"SUNOCO LOGISTICS PARTNERS LP","Fixed Income","0.00","101.65","513,191.70","513,191.70","Industrial","B8BHLQ8","US86765BAM19","4.95","Jan 15, 2043","4.83","4.83","13.65","504,000.00"
"PPL ELECTRIC UTILITIES CORP","Fixed Income","0.00","128.44","501,662.06","501,662.06","Utility","B606VM8","US69351UAN37","5.20","Jul 15, 2041","3.33","3.31","13.79","390,000.00"
"JOHN DEERE CAPITAL CORP","Fixed Income","0.00","102.99","504,679.31","504,679.31","Industrial","B7XB4B7","US24422ERT81","2.80","Jan 27, 2023","1.77","1.77","2.88","490,000.00"
"ONCOR ELECTRIC DELIVERY COMPANY LL","Fixed Income","0.00","102.43","502,460.54","502,460.54","Utility","-","US68233JBR41","3.10","Sep 15, 2049","2.98","2.97","18.94","485,000.00"
"FGOLD 30YR 4.5% SHLB 175K 2017","Fixed Income","0.00","108.30","503,700.83","503,700.83","MBS Pass-Through","-","-","4.50","Nov 01, 2047","2.48","2.48","0.85","463,642.00"
"FNMA 30YR 3% SHLB 175K 2015","Fixed Income","0.00","103.80","505,198.70","505,198.70","MBS Pass-Through","-","-","3.00","Apr 01, 2045","2.30","2.30","3.07","485,653.00"
"AHS HOSP CORP","Fixed Income","0.00","131.65","503,025.92","503,025.92","Industrial","-","US001306AB55","5.02","Jul 01, 2045","3.20","3.20","15.67","381,000.00"
"GENERAL MILLS INC","Fixed Income","0.00","110.71","501,025.62","501,025.62","Industrial","B8DP1W6","US370334BP87","4.15","Feb 15, 2043","3.47","3.46","14.83","445,000.00"
"OWENS CORNING","Fixed Income","0.00","103.23","500,657.39","500,657.39","Industrial","BG063N3","US690742AH44","4.40","Jan 30, 2048","4.20","4.20","15.73","475,000.00"
"SASOL FINANCING INTERNATIONAL PLC","Fixed Income","0.00","103.40","503,909.07","503,909.07","Industrial","B8T2WZ1","US803865AA25","4.50","Nov 14, 2022","3.21","3.21","2.62","483,000.00"
"AMERICAN WATER CAPITAL CORP","Fixed Income","0.00","117.06","498,846.60","498,846.60","Utility","BG84425","US03040WAT27","4.20","Sep 01, 2048","3.28","3.27","17.05","420,000.00"
"ECOLAB INC.","Fixed Income","0.00","136.22","495,874.44","495,874.44","Industrial","B7154K0","US278865AM26","5.50","Dec 08, 2041","3.19","3.19","13.97","362,000.00"
"WISCONSIN PUBLIC SERVICE CORP","Fixed Income","0.00","126.63","498,339.66","498,339.66","Utility","BGLDJS0","US976843BJ00","4.75","Nov 01, 2044","3.19","3.17","15.38","390,000.00"
"FNMA 30YR 4.5% MLB 110K 2015","Fixed Income","0.00","110.66","497,051.30","497,051.30","MBS Pass-Through","-","-","4.50","Apr 01, 2046","2.37","2.37","0.85","447,802.00"
"FHLMC 30YR UMBS MIRROR","Fixed Income","0.00","107.05","497,232.22","497,232.22","MBS Pass-Through","-","-","4.00","Mar 01, 2046","2.46","2.46","1.31","463,206.00"
"FNMA 30YR 3% M 80-90 LTV 2013","Fixed Income","0.00","103.46","497,405.29","497,405.29","MBS Pass-Through","-","-","3.00","Feb 01, 2043","2.37","2.37","3.07","479,727.00"
"JOHNSON & JOHNSON","Fixed Income","0.00","128.84","496,010.77","496,010.77","Industrial","2681083","US478160AL82","4.95","May 15, 2033","2.40","2.40","10.16","382,000.00"
"EMBRAER - EMPRESA BRASILEIRA DE AE","Fixed Income","0.00","105.73","494,514.20","494,514.20","Industrial","B7K1197","US29082AAA51","5.15","Jun 15, 2022","2.65","2.65","2.24","465,000.00"
"MCDONALDS CORPORATION MTN","Fixed Income","0.00","132.81","497,708.88","497,708.88","Industrial","B3L2856","US58013MEH34","5.70","Feb 01, 2039","3.35","3.35","12.39","367,000.00"
"PUBLIC SERVICE COMPANY OF COLORAD","Fixed Income","0.00","121.78","490,770.52","490,770.52","Utility","B4PBNR3","US744448CE96","4.75","Aug 15, 2041","3.33","3.31","13.87","396,000.00"
"FHLMC 15YR UMBS MIRROR","Fixed Income","0.00","101.46","485,931.62","485,931.62","MBS Pass-Through","-","-","2.50","Mar 01, 2033","2.09","2.09","3.38","478,043.00"
"FGOLD 15YR 2013 PRODUCTION","Fixed Income","0.00","103.03","490,819.10","490,819.10","MBS Pass-Through","-","-","3.00","Jan 01, 2029","1.89","1.89","2.55","475,353.00"
"GNMA2 30YR 2010 PRODUCTION","Fixed Income","0.00","103.74","491,788.63","491,788.63","MBS Pass-Through","-","-","3.50","Nov 20, 2040","2.77","2.77","2.45","472,847.00"
"COLGATE-PALMOLIVE CO","Fixed Income","0.00","101.28","488,514.27","488,514.27","Industrial","B6Z7739","US19416QDY35","2.45","Nov 15, 2021","1.72","1.72","1.75","480,000.00"
"WRKCO INC","Fixed Income","0.00","104.40","485,980.23","485,980.23","Industrial","BJJDZ74","US96145DAD75","3.38","Sep 15, 2027","2.73","2.71","6.56","460,000.00"
"ASSURANT INC","Fixed Income","0.00","123.30","491,542.66","491,542.66","Financial Institutions","B01HMH0","US04621XAD03","6.75","Feb 15, 2034","4.49","4.49","9.45","389,000.00"
"INVESCO FINANCE PLC","Fixed Income","0.00","125.88","486,708.37","486,708.37","Financial Institutions","BGJZ1G0","US46132FAC41","5.38","Nov 30, 2043","3.73","3.73","14.44","384,000.00"
"ROPER TECHNOLOGIES INC","Fixed Income","0.00","111.93","491,426.13","491,426.13","Industrial","BGHJVQ4","US776743AF34","4.20","Sep 15, 2028","2.64","2.61","7.12","433,000.00"
"NATIONAL RURAL UTILITIES COOP FINA MTN","Fixed Income","0.00","109.39","486,496.14","486,496.14","Utility","BDGN0W5","US637432NK73","5.25","Apr 20, 2046","4.72","3.55","5.32","439,000.00"
"JPMORGAN CHASE & CO","Fixed Income","0.00","147.12","489,735.73","489,735.73","Financial Institutions","BD0BFX1","US06423AAJ25","8.75","Sep 01, 2030","3.41","3.41","7.52","325,000.00"
"CONTINENTAL RESOURCES INC","Fixed Income","0.00","100.39","487,676.27","487,676.27","Industrial","B8JZ818","US212015AH47","5.00","Sep 15, 2022","4.84","1.96","0.13","477,000.00"
"JOHN DEERE CAPITAL CORP MTN","Fixed Income","0.00","106.29","484,458.47","484,458.47","Industrial","BFMKPW9","US24422EUB37","3.05","Jan 06, 2028","2.18","2.18","7.07","455,000.00"
"PECO ENERGY CO","Fixed Income","0.00","112.15","482,434.26","482,434.26","Utility","BYVPKV2","US693304AV99","3.70","Sep 15, 2047","3.05","3.04","17.41","425,000.00"
"GILEAD SCIENCES INC","Fixed Income","0.00","104.15","482,308.47","482,308.47","Industrial","B761XS4","US375558AU71","4.40","Dec 01, 2021","2.09","1.74","1.53","460,000.00"
"ARCH CAPITAL GROUP LTD","Fixed Income","0.00","146.60","482,229.31","482,229.31","Financial Institutions","B1W1TN3","US03937LAA35","7.35","May 01, 2034","3.24","3.24","9.79","325,000.00"
"OHIO ST UNIV GEN RCPTS","Fixed Income","0.00","136.67","481,012.00","481,012.00","Local Authority","B5VY9Z3","US677632PA36","4.80","Jun 01, 2111","3.47","3.47","25.27","350,000.00"
"NEW YORK ST DORM AUTH ST PERS","Fixed Income","0.00","107.36","484,121.38","484,121.38","Local Authority","-","US64990FRC04","3.19","Feb 15, 2043","2.74","2.74","15.69","450,000.00"
"FHLMC 15YR UMBS MIRROR","Fixed Income","0.00","101.56","478,721.97","478,721.97","MBS Pass-Through","-","US3132A9VA23","2.50","Jul 01, 2033","2.01","2.01","2.67","470,514.00"
"XYLEM INC/NY","Fixed Income","0.00","113.37","480,603.03","480,603.03","Industrial","BYQ3L18","US98419MAK62","4.38","Nov 01, 2046","3.59","3.58","16.08","420,000.00"
"TYSON FOODS INC","Fixed Income","0.00","106.54","485,284.50","485,284.50","Industrial","BFZYYQ5","US902494BG76","3.90","Sep 28, 2023","2.04","2.00","3.39","450,000.00"
"DUKE REALTY LP","Fixed Income","0.00","110.76","482,635.34","482,635.34","Financial Institutions","BGKCCK1","US26441YBB20","4.00","Sep 15, 2028","2.60","2.56","7.17","430,000.00"
"HCA INC","Fixed Income","0.00","110.08","481,269.86","481,269.86","Industrial","BJZD8Y6","US404119BN87","5.00","Mar 15, 2024","2.42","2.42","3.71","430,000.00"
"HESS CORPORATION","Fixed Income","0.00","132.48","484,780.59","484,780.59","Industrial","2517638","US023551AF16","7.88","Oct 01, 2029","3.83","3.83","7.14","359,000.00"
"TRAVELERS PROPERTY CASUALTY CORP","Fixed Income","0.00","142.59","473,980.64","473,980.64","Financial Institutions","2600851","US89420GAE98","6.38","Mar 15, 2033","2.54","2.54","9.54","327,000.00"
"NORTHERN STATES POWER COMPANY (MIN","Fixed Income","0.00","144.69","471,760.25","471,760.25","Utility","B1Z4JL7","US665772CC18","6.20","Jul 01, 2037","2.91","2.91","11.85","325,000.00"
"COMCAST CORPORATION","Fixed Income","0.00","120.92","473,420.85","473,420.85","Industrial","B97R909","US20030NBG51","4.50","Jan 15, 2043","3.21","3.21","15.05","391,000.00"
"TYCO ELECTRONICS GROUP SA","Fixed Income","0.00","153.11","474,048.16","474,048.16","Industrial","B39J116","US902133AG25","7.13","Oct 01, 2037","3.17","3.17","11.43","305,000.00"
"ARIZONA PUBLIC SERVICE CO","Fixed Income","0.00","104.39","474,672.88","474,672.88","Utility","BD5WHY4","US040555CW21","2.95","Sep 15, 2027","2.32","2.30","6.66","450,000.00"
"BERKSHIRE HATHAWAY INC","Fixed Income","0.00","103.11","471,622.12","471,622.12","Financial Institutions","B3SXTV5","US084670BC16","3.75","Aug 15, 2021","1.71","1.71","1.48","450,000.00"
"FHLMC 30YR UMBS MIRROR","Fixed Income","0.00","109.84","475,520.77","475,520.77","MBS Pass-Through","-","-","4.50","Feb 01, 2048","2.13","2.13","0.85","431,583.00"
"KINDER MORGAN ENERGY PARTNERS LP","Fixed Income","0.00","107.86","477,827.30","477,827.30","Industrial","BQSBQC0","US494550BV76","4.25","Sep 01, 2024","2.43","2.34","3.96","436,000.00"
"UNITED TECHNOLOGIES CORP.","Fixed Income","0.00","142.36","471,688.21","471,688.21","Industrial","2521996","US913017BA69","7.50","Sep 15, 2029","2.52","2.52","7.29","325,000.00"
"EQUITY ONE INC","Fixed Income","0.00","104.26","472,573.88","472,573.88","Financial Institutions","B7VBP61","US294752AH34","3.75","Nov 15, 2022","2.17","2.03","2.43","450,000.00"
"OGLETHORPE POWER CORP","Fixed Income","0.00","124.93","472,706.91","472,706.91","Utility","B677P66","US677050AH96","5.25","Sep 01, 2050","3.86","3.86","16.33","372,000.00"
"VERIZON COMMUNICATIONS INC","Fixed Income","0.00","126.33","473,803.66","473,803.66","Industrial","BYM0W21","US92343VCZ58","4.67","Mar 15, 2055","3.38","3.38","18.60","370,000.00"
"MUNICIPAL ELEC AUTH GA","Fixed Income","0.00","141.93","473,064.15","473,064.15","Local Authority","B63V971","US626207YS78","7.05","Apr 01, 2057","4.14","4.14","13.04","328,000.00"
"FMC CORPORATION","Fixed Income","0.00","103.08","472,599.38","472,599.38","Industrial","B6XWXQ1","US302491AR62","3.95","Feb 01, 2022","2.37","2.16","1.67","450,000.00"
"TRAVELERS CO INC","Fixed Income","0.00","148.75","470,806.88","470,806.88","Financial Institutions","B17M7Y8","US792860AK49","6.75","Jun 20, 2036","2.97","2.97","11.14","315,000.00"
"PECO ENERGY CO","Fixed Income","0.00","99.89","464,797.80","464,797.80","Utility","-","US693304AX55","3.00","Sep 15, 2049","3.01","3.01","19.04","460,000.00"
"NATIONAL RURAL UTILITIES COOP FINA","Fixed Income","0.00","102.47","466,602.75","466,602.75","Utility","BYVQZJ8","US637432NJ01","2.70","Feb 15, 2023","1.86","1.82","2.77","450,000.00"
"FLORIDA POWER AND LIGHT CO","Fixed Income","0.00","145.04","470,310.40","470,310.40","Utility","B436WY0","US341081FB85","5.96","Apr 01, 2039","2.89","2.89","12.64","320,000.00"
"INTERNATIONAL BANK FOR RECONSTRUCT","Fixed Income","0.00","101.20","470,515.14","470,515.14","Supranational","-","US459058GX53","1.88","Jun 19, 2023","1.51","1.51","3.27","464,000.00"
"MID-AMERICA APARTMENTS LP","Fixed Income","0.00","112.42","468,620.77","468,620.77","Financial Institutions","BG5NSH8","US59523UAP21","4.20","Jun 15, 2028","2.54","2.50","7.00","415,000.00"
"STEEL DYNAMICS INC","Fixed Income","0.00","101.84","468,119.76","468,119.76","Industrial","-","US858119BJ80","2.80","Dec 15, 2024","2.40","2.39","4.51","458,000.00"
"REINSURANCE GROUP OF AMERICA INCOR","Fixed Income","0.00","108.19","463,808.10","463,808.10","Financial Institutions","BD20310","US759351AM18","3.95","Sep 15, 2026","2.60","2.55","5.66","423,000.00"
"PNC FINANCIAL SERVICES GROUP INC (","Fixed Income","0.00","101.35","461,519.42","461,519.42","Financial Institutions","-","US693475AY16","2.20","Nov 01, 2024","1.90","1.90","4.45","453,000.00"
"FOOTHILL / EASTERN TRANSN CORR","Fixed Income","0.00","103.87","458,979.47","458,979.47","Local Authority","-","US345105JE16","4.09","Jan 15, 2049","3.87","3.63","11.86","440,000.00"
"AMGEN INC","Fixed Income","0.00","131.81","457,065.87","457,065.87","Industrial","B6SFR18","US031162BH25","5.65","Jun 15, 2042","3.57","3.55","13.75","345,000.00"
"FNMA 30YR 2015 PRODUCTION","Fixed Income","0.00","108.03","458,904.66","458,904.66","MBS Pass-Through","-","-","4.50","Jan 01, 2046","2.63","2.63","0.85","423,469.00"
"FNMA 15YR 2008 PRODUCTION","Fixed Income","0.00","103.32","460,773.56","460,773.56","MBS Pass-Through","-","-","5.00","Jul 01, 2023","2.22","2.22","0.83","444,375.00"
"FGOLD 30YR 5.5% SHLB 175K 2008","Fixed Income","0.00","111.36","462,801.38","462,801.38","MBS Pass-Through","-","-","5.50","Apr 01, 2038","2.50","2.50","2.89","414,073.00"
"COLGATE-PALMOLIVE CO MTN","Fixed Income","0.00","106.22","461,904.69","461,904.69","Industrial","BK5GXR0","US19416QEG10","3.25","Mar 15, 2024","1.68","1.68","3.83","430,000.00"
"MARATHON PETROLEUM CORP","Fixed Income","0.00","101.01","461,355.92","461,355.92","Industrial","BK0RND4","US56585AAZ57","5.38","Oct 01, 2022","4.97","3.84","0.31","449,000.00"
"SOUTHERN POWER CO","Fixed Income","0.00","119.09","459,234.10","459,234.10","Utility","BCB8385","US843646AJ93","5.25","Jul 15, 2043","3.99","3.99","14.27","385,000.00"
"CANADIAN NATIONAL RAILWAY CO","Fixed Income","0.00","148.64","449,804.12","449,804.12","Industrial","B27ZWG1","US136375BQ40","6.38","Nov 15, 2037","2.87","2.87","11.92","300,000.00"
"PEPSICO INC","Fixed Income","0.00","100.37","454,231.00","454,231.00","Industrial","BD353V4","US713448DX30","2.00","Apr 15, 2021","1.69","1.67","1.13","450,000.00"
