Name,AssetClass,Weight,Price,MarketValue,NotionalValue,Sector,SEDOL,ISIN,Coupon,Maturity,YTM,Yield to Worst,Duration,Par Value
FOMENTO ECONOMICO MEXICANO SAB DE,Fixed Income,0.02,112.98,375674.79,375674.79,Consumer Non-Cyclical,B94V807,US344419AB20,4.38,"May 10, 2043",3.55,3.55,14.94,330000.00
DUKE ENERGY CAROLINAS LLC,Fixed Income,0.02,114.10,374819.57,374819.57,Electric,B8GF9H4,US26442CAN48,4.00,"Sep 30, 2042",3.13,3.12,15.06,325000.00
KINDER MORGAN ENERGY PARTNERS LP,Fixed Income,0.02,122.90,374791.29,374791.29,Energy,B06HVJ0,US494550AT30,5.80,"Mar 15, 2035",3.80,3.80,10.48,300000.00
UNITEDHEALTH GROUP INC,Fixed Income,0.02,107.26,372674.68,372674.68,Insurance,BJMSRY7,US91324PDT66,3.50,"Aug 15, 2039",3.01,3.00,13.94,342000.00
UNIVERSITY OF SOUTHERN CALIFORNIA,Fixed Income,0.02,147.44,372599.55,372599.55,Industrial Other,B40HSK4,US914886AA41,5.25,"Oct 01, 2111",3.51,3.51,24.86,250000.00
DAYTON POWER AND LIGHT CO 144A,Fixed Income,0.02,105.85,371843.37,371843.37,Electric,--,US240019BT56,3.95,"Jun 15, 2049",3.62,3.62,17.36,350000.00
DTE ELECTRIC CO,Fixed Income,0.02,110.25,371070.50,371070.50,Electric,BD6NXB5,US23338VAF31,3.70,"Jun 01, 2046",3.13,3.12,16.96,335000.00
ENTERGY TEXAS INC,Fixed Income,0.02,104.76,370842.20,370842.20,Electric,--,US29365TAJ34,3.55,"Sep 30, 2049",3.30,3.29,18.08,350000.00
ENBRIDGE ENERGY PARTNERS LP,Fixed Income,0.02,146.15,370381.85,370381.85,Energy,B3D20S1,US29250RAP10,7.50,"Apr 15, 2038",3.93,3.93,11.28,250000.00
ONCOR ELECTRIC DELIVERY COMPANY LL,Fixed Income,0.02,112.62,369807.97,369807.97,Electric,BGJWTV2,US68233JBD54,3.80,"Sep 30, 2047",3.12,3.11,17.29,325000.00
KINDER MORGAN ENERGY PARTNERS LP,Fixed Income,0.02,107.68,369658.44,369658.44,Energy,B82B6J7,US28370TAF66,4.70,"Nov 01, 2042",4.17,4.17,14.02,340000.00
DEVON ENERGY CORP,Fixed Income,0.02,111.45,369536.41,369536.41,Energy,B7XHMQ6,US25179MAN39,4.75,"May 15, 2042",3.97,3.96,13.95,329000.00
ROGERS COMMUNICATIONS INC,Fixed Income,0.02,150.67,369403.05,369403.05,Communications,B3CDXJ7,US775109AL51,7.50,"Aug 15, 2038",3.70,3.70,11.41,240000.00
BALTIMORE GAS AND ELECTRIC CO,Fixed Income,0.02,101.26,368667.93,368667.93,Electric,--,US059165EL08,3.20,"Sep 15, 2049",3.13,3.13,18.65,360000.00
CENTERPOINT ENERGY RESOURCES CORPO,Fixed Income,0.02,109.56,366794.93,366794.93,Natural Gas,BF1D1V0,US15189WAJ99,4.10,"Sep 01, 2047",3.55,3.55,16.53,330000.00
RICE UNIVERSITY,Fixed Income,0.02,109.87,365840.58,365840.58,Industrial Other,--,US96926GAC78,3.57,"May 15, 2045",2.98,2.98,15.98,331000.00
NORFOLK SOUTHERN CORPORATION,Fixed Income,0.02,117.44,365449.66,365449.66,Transportation,BYY5HP2,US655844BQ00,4.45,"Jun 15, 2045",3.42,3.41,15.74,310000.00
EL PASO ELECTRIC CO,Fixed Income,0.02,120.79,364442.14,364442.14,Electric,BSTLMX6,US283677AZ52,5.00,"Dec 01, 2044",3.71,3.70,14.92,300000.00
FLORIDA POWER AND LIGHT CO,Fixed Income,0.02,117.89,363353.98,363353.98,Electric,BQQCCK5,US341081FL67,4.05,"Oct 01, 2044",3.02,3.00,15.95,305000.00
CONSUMERS ENERGY COMPANY,Fixed Income,0.02,117.59,360927.29,360927.29,Electric,BD2NLC6,US210518DB95,4.05,"May 15, 2048",3.11,3.10,17.36,305000.00
MCCORMICK & COMPANY INCORPORATED,Fixed Income,0.02,112.55,360260.82,360260.82,Consumer Non-Cyclical,BF53JD4,US579780AP26,4.20,"Aug 15, 2047",3.49,3.48,16.46,315000.00
TAMPA ELECTRIC COMPANY,Fixed Income,0.02,121.59,360015.03,360015.03,Electric,BG0BNK5,US875127BF88,4.45,"Jun 15, 2049",3.30,3.29,17.26,295000.00
INTEL CORPORATION,Fixed Income,0.02,119.48,359725.95,359725.95,Technology,B93P3K5,US458140AP51,4.25,"Dec 15, 2042",3.06,3.06,15.24,300000.00
NGPL PIPECO LLC 144A,Fixed Income,0.02,132.36,359466.68,359466.68,Energy,B2B3313,US62912XAC83,7.77,"Dec 15, 2037",5.01,5.01,10.75,270000.00
ESTEE LAUDER CO INC,Fixed Income,0.02,139.42,358332.49,358332.49,Consumer Non-Cyclical,B1WQW62,US29736RAC43,6.00,"May 15, 2037",3.05,3.05,11.75,255000.00
HOME DEPOT INC,Fixed Income,0.02,107.12,357549.49,357549.49,Consumer Cyclical,BD886H5,US437076BP60,3.50,"Sep 15, 2056",3.17,3.17,20.48,330000.00
ONCOR ELECTRIC DELIVERY COMPANY LL,Fixed Income,0.02,118.41,357497.97,357497.97,Electric,BJLV952,US68233JBG85,4.10,"Nov 15, 2048",3.13,3.12,17.49,300000.00
KIMBERLY-CLARK CORPORATION,Fixed Income,0.02,114.24,356724.12,356724.12,Consumer Non-Cyclical,BF2YLV2,US494368BW28,3.90,"May 04, 2047",3.12,3.11,17.09,310000.00
WACHOVIA CORP,Fixed Income,0.02,134.80,355011.66,355011.66,Banking,2423605,US337358BD65,6.55,"Oct 15, 2035",3.63,3.63,10.59,260000.00
SOUTHERN CALIFORNIA EDISON CO,Fixed Income,0.02,128.35,354352.58,354352.58,Electric,B65ZDS0,US842400FP31,5.50,"Mar 15, 2040",3.52,3.52,12.94,272000.00
NATIONAL RURAL UTILITIES COOP FINA,Fixed Income,0.02,115.27,354297.12,354297.12,Electric,B8ZNRP3,US637432MS19,4.02,"Nov 01, 2032",2.61,2.57,9.93,305000.00
PUBLIC SERVICE ELECTRIC AND GAS CO MTN,Fixed Income,0.02,134.91,354120.06,354120.06,Electric,B1XDGD7,US74456QAR74,5.80,"May 01, 2037",3.16,3.16,11.75,260000.00
UNITEDHEALTH GROUP INCORPORATED,Fixed Income,0.02,134.63,353989.22,353989.22,Insurance,B55H840,US91324PBN15,5.70,"Oct 15, 2040",3.37,3.33,13.07,260000.00
NEVADA POWER CO,Fixed Income,0.02,144.10,353957.26,353957.26,Electric,B1Z7WW8,US641423BU11,6.75,"Jul 01, 2037",3.38,3.38,11.50,245000.00
AVISTA CORPORATION,Fixed Income,0.02,117.43,354094.19,354094.19,Electric,--,US05379BAQ05,4.35,"Jun 01, 2048",3.39,3.38,16.88,300000.00
MICRON TECHNOLOGY INC,Fixed Income,0.02,111.79,354132.64,354132.64,Technology,--,US595112BQ52,4.66,"Feb 15, 2030",3.28,3.25,7.91,310000.00
KANSAS CITY POWER & LIGHT COMPANY,Fixed Income,0.02,116.40,352967.66,352967.66,Electric,BJ0M699,US485134BS82,4.13,"Apr 01, 2049",3.25,3.24,17.39,300000.00
AMEREN ILLINOIS COMPANY,Fixed Income,0.02,103.26,352784.81,352784.81,Electric,--,US02361DAU46,3.25,"Mar 15, 2050",3.08,3.08,18.94,340000.00
AEP TRANSMISSION COMPANY LLC,Fixed Income,0.02,111.59,352690.49,352690.49,Electric,BGBN0G5,US00115AAK51,3.80,"Jun 15, 2049",3.19,3.18,17.97,315000.00
SOUTHERN CALIFORNIA EDISON COMPANY,Fixed Income,0.02,125.53,352514.60,352514.60,Electric,B0XP1G4,US842400FC28,5.63,"Feb 01, 2036",3.53,3.53,10.99,275000.00
AMGEN INC,Fixed Income,0.02,128.35,351974.48,351974.48,Consumer Non-Cyclical,B679186,US031162BC38,5.75,"Mar 15, 2040",3.74,3.74,12.72,270000.00
INDIANA MICHIGAN POWER CO,Fixed Income,0.02,117.37,351685.36,351685.36,Electric,BGB5VZ7,US454889AT36,4.25,"Aug 15, 2048",3.31,3.30,16.94,295000.00
PETROLEOS MEXICANOS,Fixed Income,0.02,101.25,351598.12,351598.12,Owned No Guarantee,B3Q7S01,US706451BR12,6.63,"Jun 15, 2038",6.51,6.51,10.66,345000.00
DUKE ENERGY INDIANA INC,Fixed Income,0.02,145.82,350632.21,350632.21,Electric,B4M4CP6,US263901AA85,6.35,"Aug 15, 2038",3.09,3.09,12.06,236000.00
ALABAMA POWER COMPANY,Fixed Income,0.02,114.31,350656.56,350656.56,Electric,BQ5C541,US010392FL70,4.15,"Aug 15, 2044",3.30,3.28,15.55,302000.00
HUMANA INC,Fixed Income,0.02,121.46,350465.32,350465.32,Insurance,BQZJCM9,US444859BE13,4.95,"Oct 01, 2044",3.63,3.61,14.86,285000.00
BACARDI LTD 144A,Fixed Income,0.02,115.79,350196.28,350196.28,Consumer Non-Cyclical,--,US067316AG42,5.15,"May 15, 2038",3.93,3.91,12.11,300000.00
LOEWS CORP,Fixed Income,0.02,112.09,349809.22,349809.22,Insurance,B9HLNW1,US540424AR93,4.13,"May 15, 2043",3.37,3.36,15.15,310000.00
ZIMMER HOLDINGS INC,Fixed Income,0.02,109.05,349579.86,349579.86,Consumer Non-Cyclical,BWC4ZD1,US98956PAH55,4.45,"Aug 15, 2045",3.89,3.89,15.31,315000.00
OKLAHOMA GAS AND ELECTRIC COMPANY,Fixed Income,0.02,107.32,348762.01,348762.01,Electric,BYXGKK2,US678858BS94,3.85,"Aug 15, 2047",3.44,3.43,16.83,320000.00
ENBRIDGE INC,Fixed Income,0.02,106.53,348615.08,348615.08,Energy,--,US29250NBA28,4.00,"Nov 15, 2049",3.64,3.64,17.38,325000.00
ARCH CAPITAL FINANCE LLC,Fixed Income,0.02,128.44,348145.02,348145.02,Insurance,BD3HC13,US03939CAB90,5.03,"Dec 15, 2046",3.41,3.39,15.88,270000.00
JOHNSON & JOHNSON,Fixed Income,0.02,125.79,347510.22,347510.22,Consumer Non-Cyclical,BH7HX69,US478160BK90,4.50,"Dec 05, 2043",2.98,2.96,15.38,275000.00
FIRSTENERGY TRANSMISSION LLC 144A,Fixed Income,0.02,118.25,346949.84,346949.84,Electric,BH3W5T5,US33767BAC37,4.55,"Apr 01, 2049",3.54,3.53,16.73,290000.00
SOUTHERN CALIFORNIA EDISON COMPANY,Fixed Income,0.02,121.52,346597.57,346597.57,Electric,B05KYP7,US842400EZ22,5.55,"Jan 15, 2036",3.75,3.75,11.15,285000.00
S&P GLOBAL INC,Fixed Income,0.02,124.96,345907.51,345907.51,Communications,BYW4HP1,US78409VAN47,4.50,"May 15, 2048",3.16,3.15,16.93,275000.00
CARDINAL HEALTH INC,Fixed Income,0.02,105.60,343417.69,343417.69,Consumer Non-Cyclical,BYNQPM9,US14149YBD94,4.90,"Sep 15, 2045",4.53,4.52,14.48,320000.00
DUKE ENERGY INDIANA INC,Fixed Income,0.02,135.53,342901.72,342901.72,Electric,B0MT6P1,US693627AY70,6.12,"Oct 15, 2035",3.22,3.22,10.85,250000.00
BOSTON SCIENTIFIC CORP,Fixed Income,0.02,155.23,341782.68,341782.68,Consumer Non-Cyclical,B52PWD4,US101137AL15,7.38,"Jan 15, 2040",3.51,3.51,12.34,220000.00
ATMOS ENERGY CORPORATION,Fixed Income,0.02,118.33,341348.26,341348.26,Natural Gas,BJBCC67,US049560AQ82,4.13,"Mar 15, 2049",3.16,3.15,17.45,285000.00
WALMART INC,Fixed Income,0.02,122.84,340733.44,340733.44,Consumer Cyclical,BLS12B6,US931142DQ36,4.30,"Apr 22, 2044",2.97,2.95,15.63,275000.00
GEORGIA POWER CO,Fixed Income,0.02,113.11,339269.07,339269.07,Electric,B9LV101,US373334KA87,4.30,"Mar 15, 2043",3.47,3.47,14.90,296000.00
SOUTHWESTERN PUBLIC SERVICE COMPAN,Fixed Income,0.02,118.98,338607.28,338607.28,Electric,B6T90Z4,US845743BN28,4.50,"Aug 15, 2041",3.27,3.25,14.06,280000.00
VIRGINIA ELECTRIC AND POWER CO,Fixed Income,0.02,134.94,337611.45,337611.45,Electric,B0WGMS7,US927804FA70,6.00,"Jan 15, 2036",3.19,3.19,11.15,250000.00
COMMONWEALTH EDISON COMPANY,Fixed Income,0.02,110.78,337221.04,337221.04,Electric,BDT5L92,US202795JL56,3.75,"Aug 15, 2047",3.16,3.15,17.18,300000.00
KANSAS CITY SOUTHERN,Fixed Income,0.02,122.71,337109.34,337109.34,Transportation,BY7RQX6,US485170AS39,4.95,"Aug 15, 2045",3.59,3.57,15.12,270000.00
AT&T INC,Fixed Income,0.02,132.49,336085.63,336085.63,Communications,BK1MHG9,US00206RJF01,6.25,"Mar 29, 2041",3.97,3.97,12.80,250000.00
VIRGINIA ELECTRIC AND POWER CO,Fixed Income,0.02,124.13,335555.62,335555.62,Electric,BD1NQR7,US927804FP40,4.65,"Aug 15, 2043",3.19,3.17,14.85,266000.00
VENTAS REALTY LP,Fixed Income,0.02,121.55,335375.76,335375.76,Reits,BGSGVV9,US92277GAQ01,4.88,"Apr 15, 2049",3.67,3.66,16.40,273000.00
KEYSPAN GAS EAST CORPORATION 144A,Fixed Income,0.02,132.14,334793.39,334793.39,Natural Gas,B5NKKP6,US49338CAA18,5.82,"Apr 01, 2041",3.63,3.63,13.18,250000.00
BAT CAPITAL CORP,Fixed Income,0.02,107.73,334003.93,334003.93,Consumer Non-Cyclical,BJSFMZ8,US05526DBK00,4.76,"Sep 06, 2049",4.29,4.29,15.86,305000.00
NEWMONT GOLDCORP CORP,Fixed Income,0.02,131.59,333453.83,333453.83,Basic Industry,BKTYJV6,US651639AW68,5.88,"Apr 01, 2035",3.23,3.23,10.65,250000.00
ATMOS ENERGY CORP,Fixed Income,0.02,114.78,333069.64,333069.64,Natural Gas,B98ZZP9,US049560AL95,4.15,"Jan 15, 2043",3.23,3.22,15.16,290000.00
OHIO NATIONAL LIFE INSURANCE CO 144A,Fixed Income,0.02,110.28,332890.39,332890.39,Insurance,B8L2KX3,US677412AF59,6.88,"Jun 15, 2042",6.03,6.03,11.88,300000.00
DIGNITY HEALTH,Fixed Income,0.02,107.75,331696.46,331696.46,Consumer Non-Cyclical,B8K5033,US254010AB73,4.50,"Nov 01, 2042",3.98,3.98,14.36,305000.00
XCEL ENERGY INC,Fixed Income,0.02,117.26,331851.70,331851.70,Electric,B5ZZ7P8,US98389BAN01,4.80,"Sep 15, 2041",3.64,3.62,13.75,279000.00
GENERAL ELECTRIC CO,Fixed Income,0.02,106.82,331536.89,331536.89,Capital Goods,B8Q71Q3,US369604BF92,4.13,"Oct 09, 2042",3.68,3.68,14.76,307000.00
CANADIAN PACIFIC RAILWAY COMPANY,Fixed Income,0.02,122.17,330673.28,330673.28,Transportation,BYMKLV3,US13645RAV69,4.80,"Sep 15, 2035",3.01,2.97,11.16,267000.00
PARKER HANNIFIN CORP,Fixed Income,0.02,112.35,330426.40,330426.40,Capital Goods,BF1GF73,US701094AL88,4.10,"Mar 01, 2047",3.40,3.39,16.49,290000.00
ELECTRICITE DE FRANCE SA 144A,Fixed Income,0.02,121.56,330046.46,330046.46,Owned No Guarantee,BJ38WT6,US268317AL89,6.00,"Jan 22, 2114",4.93,4.93,18.62,265000.00
CENTERPOINT ENERGY INC,Fixed Income,0.02,99.89,329877.34,329877.34,Electric,BKPT368,US15189TAY38,3.70,"Sep 01, 2049",3.71,3.71,17.38,325000.00
IBERDROLA INTERNATIONAL BV,Fixed Income,0.02,143.24,329719.12,329719.12,Electric,B19FQD7,US29266MAF68,6.75,"Jul 15, 2036",3.32,3.32,11.10,230000.00
WISCONSIN PUBLIC SERVICE CORP,Fixed Income,0.02,125.64,329422.04,329422.04,Electric,BGLDJS0,US976843BJ00,4.75,"Nov 01, 2044",3.24,3.22,15.34,260000.00
MARS INCORPORATED 144A,Fixed Income,0.02,112.17,328493.33,328493.33,Consumer Non-Cyclical,BHND6F1,US571676AC90,3.60,"Apr 01, 2034",2.57,2.56,11.09,290000.00
CAROLINA POWER & LIGHT COMPANY,Fixed Income,0.02,143.66,327576.08,327576.08,Electric,B2Q8KS9,US144141CY20,6.30,"Apr 01, 2038",3.13,3.13,11.96,225000.00
PROGRESSIVE CORPORATION (THE),Fixed Income,0.02,141.45,327339.91,327339.91,Insurance,2469063,US743315AL75,6.25,"Dec 01, 2032",2.47,2.47,9.53,230000.00
CANADIAN PACIFIC RAILWAY COMPANY,Fixed Income,0.02,140.35,327178.17,327178.17,Transportation,2812399,US13645RAD61,7.13,"Oct 15, 2031",3.02,3.02,8.55,230000.00
TRANSCONTINENTAL GAS PIPE LINE CO,Fixed Income,0.02,106.81,326723.33,326723.33,Energy,B96NB24,US893574AF07,4.45,"Aug 01, 2042",3.99,3.98,14.05,300000.00
ECOLAB INC.,Fixed Income,0.02,133.37,325681.83,325681.83,Basic Industry,B7154K0,US278865AM26,5.50,"Dec 08, 2041",3.34,3.34,13.88,243000.00
GEORGIA-PACIFIC LLC,Fixed Income,0.02,143.17,325338.54,325338.54,Basic Industry,2519913,US373298BR83,7.75,"Nov 15, 2029",2.71,2.71,7.41,225000.00
WILLIS NORTH AMERICA INC,Fixed Income,0.02,103.38,324859.85,324859.85,Insurance,--,US970648AK73,3.88,"Sep 15, 2049",3.69,3.68,17.28,310000.00
NIKE INC,Fixed Income,0.02,107.33,324245.98,324245.98,Consumer Cyclical,BD5FYV9,US654106AG82,3.38,"Nov 01, 2046",2.98,2.97,17.54,300000.00
PACKAGING CORP OF AMERICA,Fixed Income,0.02,107.39,324209.90,324209.90,Basic Industry,--,US695156AV10,4.05,"Dec 15, 2049",3.64,3.64,17.37,300000.00
CBS CORP,Fixed Income,0.02,113.41,323987.23,323987.23,Communications,B83R5T7,US124857AJ27,4.85,"Jul 01, 2042",3.94,3.93,14.03,285000.00
PACIFICORP,Fixed Income,0.02,113.75,323927.20,323927.20,Electric,B6XX5C4,US695114CN68,4.10,"Feb 01, 2042",3.22,3.21,14.55,280000.00
OWENS CORNING INC,Fixed Income,0.02,129.12,323919.97,323919.97,Capital Goods,B1YY1F6,US690742AB73,7.00,"Dec 01, 2036",4.51,4.51,10.73,249000.00
COLGATE-PALMOLIVE CO MTN,Fixed Income,0.02,118.03,323395.88,323395.88,Consumer Non-Cyclical,BF7TQ51,US19416QEK22,3.70,"Aug 01, 2047",2.76,2.75,17.56,270000.00
CORNING INC,Fixed Income,0.02,126.86,323372.64,323372.64,Technology,B4YPKP3,US219350AV70,5.75,"Aug 15, 2040",3.85,3.85,12.78,250000.00
WELLPOINT INC,Fixed Income,0.02,114.98,321965.61,321965.61,Insurance,BQ16SQ0,US94973VBL09,4.85,"Aug 15, 2054",4.04,4.04,17.25,275000.00
BARRICK NORTH AMERICA FINANCE LLC,Fixed Income,0.02,142.31,321756.54,321756.54,Basic Industry,B3D29Y0,US06849RAC60,7.50,"Sep 15, 2038",4.20,4.20,11.28,222000.00
CANADIAN NATIONAL RAILWAY COMPANY,Fixed Income,0.02,105.44,320836.26,320836.26,Transportation,BD81YW5,US136375CK60,3.20,"Aug 02, 2046",2.90,2.90,17.56,300000.00
TRANSCANADA PIPELINES LTD,Fixed Income,0.02,115.79,320808.73,320808.73,Energy,BD6R016,US89352HAX70,4.75,"May 15, 2038",3.57,3.55,12.44,275000.00
EQT MIDSTREAM PARTNERS LP,Fixed Income,0.02,91.05,319047.31,319047.31,Energy,BFXXB41,US26885BAE02,6.50,"Jul 15, 2048",7.25,7.25,12.22,350000.00
TTX COMPANY MTN 144A,Fixed Income,0.02,125.37,318849.69,318849.69,Transportation,--,US87305QCN97,4.60,"Feb 01, 2049",3.24,3.23,16.84,250000.00
OHIO POWER CO,Fixed Income,0.02,115.09,318028.06,318028.06,Electric,BJK0CW8,US677415CR01,4.00,"Jun 01, 2049",3.20,3.20,17.72,275000.00
BORGWARNER INC,Fixed Income,0.02,106.13,317607.95,317607.95,Consumer Cyclical,BWC4XV5,US099724AH99,4.38,"Mar 15, 2045",3.99,3.98,15.12,295000.00
ATMOS ENERGY CORPORATION,Fixed Income,0.02,131.67,317334.66,317334.66,Natural Gas,B4L9RN5,US049560AK13,5.50,"Jun 15, 2041",3.40,3.38,13.52,240000.00
ALBERTA ENERGY COMPANY LTD.,Fixed Income,0.02,129.31,317180.46,317180.46,Energy,2687519,US012873AH83,8.13,"Sep 15, 2030",4.61,4.61,7.52,240000.00
NOBLE ENERGY INC,Fixed Income,0.02,111.03,316887.43,316887.43,Energy,BD0NMR0,US655044AN51,4.95,"Aug 15, 2047",4.27,4.26,15.17,280000.00
PUGET SOUND ENERGY INC,Fixed Income,0.02,132.96,315999.60,315999.60,Electric,B55VBD2,US745332CD69,5.64,"Apr 15, 2041",3.44,3.41,13.27,235000.00
DTE ENERGY COMPANY,Fixed Income,0.02,132.63,315680.14,315680.14,Electric,2533258,US233331AJ63,6.38,"Apr 15, 2033",3.31,3.31,9.48,235000.00
PERNOD-RICARD SA 144A,Fixed Income,0.02,126.05,315354.67,315354.67,Consumer Non-Cyclical,B79PS33,US714264AK45,5.50,"Jan 15, 2042",3.75,3.75,13.74,250000.00
GOLDMAN SACHS GROUP INC,Fixed Income,0.02,137.39,315094.91,315094.91,Banking,2350640,US38141GCU67,6.13,"Feb 15, 2033",2.71,2.71,9.51,225000.00
SOUTHERN CALIFORNIA EDISON COMPANY,Fixed Income,0.02,125.58,314190.26,314190.26,Electric,B1L0748,US842400FF58,5.55,"Jan 15, 2037",3.53,3.53,11.69,250000.00
OGLETHORPE POWER CORP,Fixed Income,0.02,121.05,313884.17,313884.17,Electric,B677P66,US677050AH96,5.25,"Sep 01, 2050",4.04,4.04,16.12,255000.00
FARMERS INSURANCE EXCHANGE 144A,Fixed Income,0.02,103.54,313790.07,313790.07,Insurance,BF15KL9,US309601AE28,4.75,"Nov 01, 2057",4.64,4.46,12.04,300000.00
DH EUROPE FINANCE II SARL,Fixed Income,0.02,103.76,313273.99,313273.99,Consumer Non-Cyclical,--,US23291KAJ43,3.25,"Nov 15, 2039",3.00,2.99,14.41,300000.00
UNION ELECTRIC CO,Fixed Income,0.02,114.75,313133.20,313133.20,Electric,BFY3BS4,US906548CN08,4.00,"Apr 01, 2048",3.20,3.19,17.21,270000.00
XCEL ENERGY INC,Fixed Income,0.02,138.75,313008.00,313008.00,Electric,B16NJB3,US98389BAH33,6.50,"Jul 01, 2036",3.40,3.40,11.12,225000.00
TUCSON ELECTRIC POWER CO,Fixed Income,0.02,124.41,312699.71,312699.71,Electric,BGSQHL1,US898813AQ38,4.85,"Dec 01, 2048",3.50,3.49,16.55,250000.00
NORTHERN NATURAL GAS COMPANY 144A,Fixed Income,0.02,115.64,312408.38,312408.38,Energy,BF4P3Q2,US665501AL66,4.30,"Jan 15, 2049",3.44,3.44,17.15,270000.00
ALEXANDRIA REAL ESTATE EQUITIES IN,Fixed Income,0.02,125.77,311306.92,311306.92,Reits,BJML8W1,US015271AQ26,4.85,"Apr 15, 2049",3.44,3.43,16.64,245000.00
AMEREN ILLINOIS CO,Fixed Income,0.02,123.47,309866.38,309866.38,Electric,BH5GGP8,US02361DAM20,4.80,"Dec 15, 2043",3.36,3.35,14.95,250000.00
AMERICAN WATER CAPITAL CORP,Fixed Income,0.02,116.37,309901.95,309901.95,Utility Other,BJXS081,US03040WAV72,4.15,"Jun 01, 2049",3.28,3.27,17.50,265000.00
XYLEM INC/NY,Fixed Income,0.02,111.60,309576.55,309576.55,Capital Goods,BYQ3L18,US98419MAK62,4.38,"Nov 01, 2046",3.69,3.68,15.99,275000.00
PUGET SOUND ENERGY INC,Fixed Income,0.02,135.68,309242.90,309242.90,Electric,B418KV1,US745332CA21,5.76,"Oct 01, 2039",3.28,3.28,12.78,225000.00
KANSAS CITY POWER & LIGHT COMPANY,Fixed Income,0.02,117.32,308854.34,308854.34,Electric,BDVLN03,US485134BR00,4.20,"Mar 15, 2048",3.26,3.25,16.93,260000.00
DUKE UNIVERSITY HEALTH SYSTEM INC,Fixed Income,0.02,115.85,308452.25,308452.25,Consumer Non-Cyclical,BZ4DLN9,US26443CAA18,3.92,"Jun 01, 2047",3.06,3.05,17.20,265000.00
WESTERN UNION CO,Fixed Income,0.02,117.48,308325.95,308325.95,Consumer Cyclical,B1QWTS7,US959802AH24,6.20,"Nov 17, 2036",4.69,4.69,10.90,260000.00
SOUTHERN CALIFORNIA EDISON COMPANY,Fixed Income,0.02,102.39,307543.65,307543.65,Electric,--,US842400GT44,3.65,"Feb 01, 2050",3.52,3.52,18.03,300000.00
FLORIDA POWER AND LIGHT CO,Fixed Income,0.02,111.40,307392.68,307392.68,Electric,B84TPY7,US341081FH55,3.80,"Dec 15, 2042",3.10,3.09,15.44,275000.00
KINDER MORGAN ENERGY PARTNERS LP,Fixed Income,0.02,128.44,307220.77,307220.77,Energy,B3S4PJ8,US494550BF27,6.55,"Sep 15, 2040",4.43,4.43,12.22,235000.00
CENTRICA PLC 144A,Fixed Income,0.02,121.00,306034.41,306034.41,Natural Gas,BFPCY14,US15639KAB89,5.38,"Oct 16, 2043",4.00,3.98,14.03,250000.00
CENTERPOINT ENERGY RESOURCES CORP,Fixed Income,0.02,130.05,305838.49,305838.49,Natural Gas,B4PFJQ6,US15189WAH34,5.85,"Jan 15, 2041",3.77,3.74,13.05,235000.00
WALMART INC,Fixed Income,0.02,100.77,305176.81,305176.81,Consumer Cyclical,--,US931142EP44,2.95,"Sep 24, 2049",2.91,2.91,19.25,300000.00
COMMONWEALTH EDISON CO,Fixed Income,0.02,109.29,304506.82,304506.82,Electric,BW01ZS9,US202795JF88,3.70,"Mar 01, 2045",3.16,3.15,16.28,275000.00
PEPSICO INC,Fixed Income,0.02,126.61,303986.67,303986.67,Consumer Non-Cyclical,BYQF460,US713448CZ96,4.60,"Jul 17, 2045",3.08,3.07,15.96,240000.00
WESTERN GAS PARTNERS LP,Fixed Income,0.02,94.31,303571.11,303571.11,Energy,BFXHLK9,US958254AJ35,5.30,"Mar 01, 2048",5.71,5.71,13.76,315000.00
TYCO ELECTRONICS GROUP SA,Fixed Income,0.02,149.35,303045.85,303045.85,Technology,B39J116,US902133AG25,7.13,"Oct 01, 2037",3.39,3.39,11.35,200000.00
BOEING CO,Fixed Income,0.02,131.64,301917.16,301917.16,Capital Goods,B3V7RD2,US097023BA22,5.88,"Feb 15, 2040",3.64,3.64,12.64,225000.00
ACE INA HOLDINGS INC,Fixed Income,0.02,119.18,301632.79,301632.79,Insurance,B8PNBH3,US00440EAQ08,4.15,"Mar 13, 2043",3.00,3.00,15.32,250000.00
OGLETHORPE POWER CORP,Fixed Income,0.02,107.04,301495.16,301495.16,Electric,BN8MK75,US677050AK26,4.55,"Jun 01, 2044",4.09,4.09,14.87,280000.00
STANLEY BLACK & DECKER INC,Fixed Income,0.02,125.91,300651.88,300651.88,Capital Goods,B677XX9,US854502AA92,5.20,"Sep 01, 2040",3.43,3.43,13.31,235000.00
GUARDIAN LIFE INSURANCE CO OF AMER 144A,Fixed Income,0.02,124.70,300317.10,300317.10,Insurance,BNGK4Y6,US401378AB01,4.88,"Jun 19, 2064",3.73,3.73,20.02,240000.00
PUBLIC SERVICE CO OF COLORADO,Fixed Income,0.02,104.90,299968.82,299968.82,Electric,BZBZ0H5,US744448CM13,3.55,"Jun 15, 2046",3.27,3.27,17.02,285000.00
CARLYLE HOLDINGS II FINANCE LLC 144A,Fixed Income,0.02,120.69,299950.75,299950.75,Brokerage/Asset Managers/Exchanges,B9M2Z34,US14310FAA03,5.63,"Mar 30, 2043",4.22,4.22,13.64,245000.00
GENERAL DYNAMICS CORPORATION,Fixed Income,0.02,114.67,299856.39,299856.39,Capital Goods,B8ZQTV2,US369550AT59,3.60,"Nov 15, 2042",2.73,2.72,15.74,260000.00
